picID	 fileAB	 fileAC	 ;
"F48_P27_RP"	"DavidBeckham1.bmp"	"Alhambra1.bmp"	;
"F34_P20_RP"	"DanielRadcliffe2.bmp"	"GoldenGateBridge2.bmp"	;
"F44_P22_RP"	"WillSmith2.bmp"	"TimeSquare1.bmp"	;
"F11_P3_C"	"MotherTeresa1.bmp"	"Akropolis1.bmp"	;
"F37_P18_RP"	"BillClinton2.bmp"	"Petra2.bmp"	;
"F42_P29_RP"	"Madonna2.bmp"	"StatueOfLiberty1.bmp"	;
"F47_P24_RP"	"ElvisPresley2.bmp"	"ChichenItza1.bmp"	;
"F8_P1_C"	"TomHanks2.bmp"	"Alcatraz1.bmp"	;
"F40_P23_RP"	"JuliaRoberts2.bmp"	"GizehPyramids1.bmp"	;
"F45_P15_RP"	"MahadmaGandhi1.bmp"	"Stonehenge2.bmp"	;
"F38_P17_RP"	"RodSteward1.bmp"	"EiffelTower2.bmp"	;
"F10_P5_C"	"HughGrant1.bmp"	"MountRushmore2.bmp"	;
"F32_O18_RP"	"DanielCraig1.bmp"	"Stapler1.bmp"	;
"F31_O29_RP"	"AlbertEinstein2.bmp"	"Canoe2.bmp"	;
"F36_O22_RP"	"MickJagger1.bmp"	"Globe1.bmp"	;
"F9_O1_C"	"WhoopiGoldberg1.bmp"	"Telephone2.bmp"	;
"F35_O25_RP"	"JudiDench1.bmp"	"Sock1.bmp"	;
"F39_O24_RP"	"MargaretThatcher2.bmp"	"Necklace2.bmp"	;
"F46_O27_RP"	"ScarlettJohansson1.bmp"	"Fan2.bmp"	;
"F12_O4_C"	"QueenElisabeth2.bmp"	"Football2.bmp"	;
"F43_O23_RP"	"GeorgeBush2.bmp"	"Pillows2.bmp"	;
"F41_O13_RP"	"PrinceWilliam2.bmp"	"Binoculars2.bmp"	;
"F33_O20_RP"	"MichaelJackson2.bmp"	"Wheelchair1.bmp"	;
"F7_O6_C"	"RobbieWilliams1.bmp"	"Wineglass1.bmp"	;
"P37_F23_RP"	"AngkorWat1.bmp"	"CharlieChaplin1.bmp"	;
"P44_F16_RP"	"Louvre1.bmp"	"EltonJohn1.bmp"	;
"P38_F30_RP"	"GreatWall2.bmp"	"NikolaSarkozy2.bmp"	;
