picID	 fileAB	 fileAC	 ;
"F39_P9_RP"	"MargaretThatcher2.bmp"	"Atomium1.bmp"	;
"F44_P8_RP"	"WillSmith2.bmp"	"BrandenburgGate2.bmp"	;
"F43_P7_RP"	"GeorgeBush1.bmp"	"AyersRock1.bmp"	;
"F21_P18_C"	"KateWinslet1.bmp"	"Petra1.bmp"	;
"F35_P12_RP"	"JudiDench1.bmp"	"SistineChapel2.bmp"	;
"F41_P28_RP"	"PrinceWilliam1.bmp"	"MontSaintMichel1.bmp"	;
"F46_P4_RP"	"ScarlettJohansson1.bmp"	"DoverCliffs2.bmp"	;
"F24_P15_C"	"AmyWinehouse1.bmp"	"Stonehenge1.bmp"	;
"F37_P27_RP"	"BillClinton2.bmp"	"Alhambra1.bmp"	;
"F45_P6_RP"	"MahadmaGandhi2.bmp"	"KingsCollege2.bmp"	;
"F40_P25_RP"	"JuliaRoberts2.bmp"	"SaharaDesert2.bmp"	;
"F22_P16_C"	"WayneRooney1.bmp"	"LeaningTower2.bmp"	;
"F33_O6_RP"	"MichaelJackson1.bmp"	"Wineglass2.bmp"	;
"F34_O1_RP"	"DanielRadcliffe2.bmp"	"Telephone1.bmp"	;
"F47_O9_RP"	"ElvisPresley1.bmp"	"Shoe1.bmp"	;
"F19_O16_C"	"JackNicholson1.bmp"	"Razor2.bmp"	;
"F32_O10_RP"	"DanielCraig2.bmp"	"Broom1.bmp"	;
"F38_O3_RP"	"RodSteward1.bmp"	"Scale1.bmp"	;
"F36_O5_RP"	"MickJagger1.bmp"	"Torch2.bmp"	;
"F20_O13_C"	"GeorgeClooney2.bmp"	"Binoculars1.bmp"	;
"F31_O28_RP"	"AlbertEinstein2.bmp"	"Suitcase1.bmp"	;
"F42_O25_RP"	"Madonna2.bmp"	"Sock1.bmp"	;
"F48_O29_RP"	"DavidBeckham2.bmp"	"Canoe2.bmp"	;
"F23_O17_C"	"CharlieChaplin1.bmp"	"Belt2.bmp"	;
"P45_F6_RP"	"MountFuji1.bmp"	"JenniferLopez1.bmp"	;
"P39_F11_RP"	"NotreDame2.bmp"	"MotherTeresa1.bmp"	;
"P41_F29_RP"	"HollywoodSign1.bmp"	"PierceBrosnan2.bmp"	;
"P24_F17_C"	"ChichenItza1.bmp"	"MerylStreep2.bmp"	;
"P32_F3_RP"	"TowerBridge1.bmp"	"BillGates1.bmp"	;
"P33_F27_RP"	"Mecca2.bmp"	"KateMoss2.bmp"	;
"P37_F7_RP"	"AngkorWat1.bmp"	"RobbieWilliams2.bmp"	;
"P21_F13_C"	"HagiaSophia2.bmp"	"NelsonMandela2.bmp"	;
"P40_F1_RP"	"RapaNui1.bmp"	"LeonardoDiCaprio2.bmp"	;
"P47_F26_RP"	"SagradaFamilia2.bmp"	"BradPitt1.bmp"	;
