picID	 fileAB	 fileAC	 ;
"F31_P8_RP"	"AlbertEinstein1.bmp"	"BrandenburgGate2.bmp"	;
"F40_P29_RP"	"JuliaRoberts1.bmp"	"StatueOfLiberty1.bmp"	;
"F35_P28_RP"	"JudiDench2.bmp"	"MontSaintMichel2.bmp"	;
"F22_P14_C"	"WayneRooney1.bmp"	"MountEverest1.bmp"	;
"F44_P26_RP"	"WillSmith2.bmp"	"RialtoBridge2.bmp"	;
"F48_P11_RP"	"DavidBeckham1.bmp"	"WhiteHouse1.bmp"	;
"F33_P12_RP"	"MichaelJackson1.bmp"	"SistineChapel2.bmp"	;
"F21_P13_C"	"KateWinslet2.bmp"	"BigBen1.bmp"	;
"F36_P6_RP"	"MickJagger1.bmp"	"KingsCollege2.bmp"	;
"F42_P27_RP"	"Madonna2.bmp"	"Alhambra2.bmp"	;
"F41_P30_RP"	"PrinceWilliam1.bmp"	"Colosseum1.bmp"	;
"F20_P16_C"	"GeorgeClooney1.bmp"	"LeaningTower2.bmp"	;
"F38_O2_RP"	"RodSteward2.bmp"	"Bed1.bmp"	;
"F43_O29_RP"	"GeorgeBush2.bmp"	"Canoe2.bmp"	;
"F37_O30_RP"	"BillClinton2.bmp"	"Umbrella1.bmp"	;
"F23_O17_C"	"CharlieChaplin2.bmp"	"Belt1.bmp"	;
"F46_O27_RP"	"ScarlettJohansson2.bmp"	"Fan2.bmp"	;
"F47_O26_RP"	"ElvisPresley1.bmp"	"Lightbulb1.bmp"	;
"F34_O3_RP"	"DanielRadcliffe1.bmp"	"Scale2.bmp"	;
"F24_O14_C"	"AmyWinehouse1.bmp"	"Hammock1.bmp"	;
"F32_O10_RP"	"DanielCraig1.bmp"	"Broom2.bmp"	;
"F45_O12_RP"	"MahadmaGandhi2.bmp"	"Goggles2.bmp"	;
"F39_O5_RP"	"MargaretThatcher1.bmp"	"Torch1.bmp"	;
"F19_O18_C"	"JackNicholson2.bmp"	"Stapler2.bmp"	;
"P35_F30_RP"	"PotalaPalace2.bmp"	"NikolaSarkozy1.bmp"	;
"P48_F5_RP"	"GrandCanyon1.bmp"	"TomCruise2.bmp"	;
"P45_F28_RP"	"MountFuji1.bmp"	"BarackObama2.bmp"	;
"P20_F17_C"	"GoldenGateBridge2.bmp"	"MerylStreep2.bmp"	;
"P46_F8_RP"	"Versailles1.bmp"	"TomHanks2.bmp"	;
"P37_F6_RP"	"AngkorWat2.bmp"	"JenniferLopez1.bmp"	;
"P39_F9_RP"	"NotreDame2.bmp"	"WhoopiGoldberg2.bmp"	;
"P24_F15_C"	"ChichenItza2.bmp"	"FidelCastro2.bmp"	;
