picID	 fileAB	 fileAC	 ;
"F28_P47_RP"	"BarackObama2.bmp"	"SagradaFamilia2.bmp"	;
"F22_P36_RP"	"WayneRooney1.bmp"	"SydneyOpera2.bmp"	;
"F29_P45_RP"	"PierceBrosnan2.bmp"	"MountFuji2.bmp"	;
"F1_P8_C"	"LeonardoDiCaprio2.bmp"	"BrandenburgGate2.bmp"	;
"F24_P35_RP"	"AmyWinehouse1.bmp"	"PotalaPalace2.bmp"	;
"F23_P48_RP"	"CharlieChaplin1.bmp"	"GrandCanyon2.bmp"	;
"F30_P40_RP"	"NikolaSarkozy1.bmp"	"RapaNui2.bmp"	;
"F4_P11_C"	"TonyBlair2.bmp"	"WhiteHouse1.bmp"	;
"F25_P33_RP"	"BritneySpears1.bmp"	"Mecca1.bmp"	;
"F13_P42_RP"	"NelsonMandela2.bmp"	"ChristTheRedeemer2.bmp"	;
"F19_P43_RP"	"JackNicholson1.bmp"	"MachuPicchu1.bmp"	;
"F6_P9_C"	"JenniferLopez2.bmp"	"Atomium2.bmp"	;
"F15_O48_RP"	"FidelCastro1.bmp"	"Trophy2.bmp"	;
"F27_O46_RP"	"KateMoss2.bmp"	"Rope1.bmp"	;
"F17_O43_RP"	"MerylStreep2.bmp"	"Guitar2.bmp"	;
"F5_O9_C"	"TomCruise1.bmp"	"Shoe2.bmp"	;
"F20_O38_RP"	"GeorgeClooney2.bmp"	"Barbecue1.bmp"	;
"F18_O33_RP"	"AngelaMerkel2.bmp"	"Skirt1.bmp"	;
"F21_O36_RP"	"KateWinslet1.bmp"	"GrandPiano2.bmp"	;
"F3_O8_C"	"BillGates2.bmp"	"Ladder1.bmp"	;
"F26_O41_RP"	"BradPitt1.bmp"	"Key1.bmp"	;
"F14_O35_RP"	"JohnLennon2.bmp"	"Brush2.bmp"	;
"F16_O39_RP"	"EltonJohn2.bmp"	"Mirror2.bmp"	;
"F2_O12_C"	"MarilynMonroe1.bmp"	"Goggles1.bmp"	;
"P19_F39_RP"	"TajMahal1.bmp"	"MargaretThatcher2.bmp"	;
"P29_F44_RP"	"StatueOfLiberty2.bmp"	"WillSmith1.bmp"	;
"P14_F43_RP"	"MountEverest2.bmp"	"GeorgeBush2.bmp"	;
"P4_F9_C"	"DoverCliffs2.bmp"	"WhoopiGoldberg2.bmp"	;
"P20_F35_RP"	"GoldenGateBridge1.bmp"	"JudiDench2.bmp"	;
"P30_F38_RP"	"Colosseum2.bmp"	"RodSteward2.bmp"	;
"P25_F45_RP"	"SaharaDesert1.bmp"	"MahadmaGandhi2.bmp"	;
"P6_F8_C"	"KingsCollege1.bmp"	"TomHanks2.bmp"	;
"P28_F41_RP"	"MontSaintMichel2.bmp"	"PrinceWilliam1.bmp"	;
"P13_F42_RP"	"BigBen1.bmp"	"Madonna1.bmp"	;
"P16_F46_RP"	"LeaningTower2.bmp"	"ScarlettJohansson2.bmp"	;
"P1_F12_C"	"Alcatraz2.bmp"	"QueenElisabeth1.bmp"	;
"P23_O42_RP"	"GizehPyramids2.bmp"	"Anchor1.bmp"	;
"P21_O34_RP"	"HagiaSophia2.bmp"	"Soother2.bmp"	;
"P27_O31_RP"	"Alhambra1.bmp"	"Flask1.bmp"	;
"P3_O11_C"	"Akropolis1.bmp"	"Watch1.bmp"	;
"P24_O32_RP"	"ChichenItza1.bmp"	"Bicycle2.bmp"	;
"P15_O40_RP"	"Stonehenge1.bmp"	"Teddybear2.bmp"	;
"P26_O47_RP"	"RialtoBridge1.bmp"	"Scissors2.bmp"	;
"P5_O7_C"	"MountRushmore2.bmp"	"Headphones1.bmp"	;
"P22_O45_RP"	"TimeSquare2.bmp"	"Basket2.bmp"	;
"P17_O37_RP"	"EiffelTower2.bmp"	"Hat1.bmp"	;
"P18_O44_RP"	"Petra1.bmp"	"Radio1.bmp"	;
"P2_O10_C"	"ForbiddenCity2.bmp"	"Broom1.bmp"	;
"O21_F36_RP"	"RemoteControl1.bmp"	"MickJagger1.bmp"	;
"O19_F40_RP"	"Microscope1.bmp"	"JuliaRoberts1.bmp"	;
"O23_F31_RP"	"Pillows1.bmp"	"AlbertEinstein1.bmp"	;
"O3_F10_C"	"Scale1.bmp"	"HughGrant1.bmp"	;
"O13_F47_RP"	"Binoculars1.bmp"	"ElvisPresley2.bmp"	;
"O20_F37_RP"	"Wheelchair1.bmp"	"BillClinton1.bmp"	;
"O25_F33_RP"	"Sock2.bmp"	"MichaelJackson1.bmp"	;
"O1_F11_C"	"Telephone1.bmp"	"MotherTeresa1.bmp"	;
"O16_F34_RP"	"Razor1.bmp"	"DanielRadcliffe1.bmp"	;
"O24_F32_RP"	"Necklace1.bmp"	"DanielCraig1.bmp"	;
"O28_F48_RP"	"Suitcase1.bmp"	"DavidBeckham2.bmp"	;
"O2_F7_C"	"Bed1.bmp"	"RobbieWilliams2.bmp"	;
"O30_P39_RP"	"Umbrella2.bmp"	"NotreDame1.bmp"	;
"O15_P46_RP"	"FryingPan2.bmp"	"Versailles1.bmp"	;
"O17_P44_RP"	"Belt2.bmp"	"Louvre2.bmp"	;
"O5_P7_C"	"Torch1.bmp"	"AyersRock1.bmp"	;
"O29_P32_RP"	"Canoe1.bmp"	"TowerBridge1.bmp"	;
"O18_P34_RP"	"Stapler2.bmp"	"NeuschwansteinCastle2.bmp"	;
"O14_P37_RP"	"Hammock1.bmp"	"AngkorWat2.bmp"	;
"O6_P10_C"	"Wineglass1.bmp"	"RedSquare2.bmp"	;
"O27_P38_RP"	"Fan1.bmp"	"GreatWall1.bmp"	;
