picID	 fileAB	 fileAC	 ;
"F5_P44_RP"	"TomCruise1.bmp"	"Louvre2.bmp"	;
"F6_P46_RP"	"JenniferLopez1.bmp"	"Versailles2.bmp"	;
"F18_P39_RP"	"AngelaMerkel2.bmp"	"NotreDame1.bmp"	;
"F30_P32_C"	"NikolaSarkozy2.bmp"	"TowerBridge1.bmp"	;
"F14_P45_RP"	"JohnLennon1.bmp"	"MountFuji1.bmp"	;
"F12_P41_RP"	"QueenElisabeth1.bmp"	"HollywoodSign1.bmp"	;
"F9_P19_RP"	"WhoopiGoldberg1.bmp"	"TajMahal1.bmp"	;
"F27_P34_C"	"KateMoss1.bmp"	"NeuschwansteinCastle1.bmp"	;
"F1_P21_RP"	"LeonardoDiCaprio2.bmp"	"HagiaSophia2.bmp"	;
"F16_P23_RP"	"EltonJohn1.bmp"	"GizehPyramids1.bmp"	;
"F13_P20_RP"	"NelsonMandela2.bmp"	"GoldenGateBridge1.bmp"	;
"F28_P35_C"	"BarackObama1.bmp"	"PotalaPalace1.bmp"	;
"F7_O19_RP"	"RobbieWilliams1.bmp"	"Microscope1.bmp"	;
"F15_O44_RP"	"FidelCastro2.bmp"	"Radio2.bmp"	;
"F2_O41_RP"	"MarilynMonroe2.bmp"	"Key2.bmp"	;
"F26_O31_C"	"BradPitt2.bmp"	"Flask1.bmp"	;
"F17_O43_RP"	"MerylStreep1.bmp"	"Guitar1.bmp"	;
"F11_O23_RP"	"MotherTeresa2.bmp"	"Pillows2.bmp"	;
"F4_O46_RP"	"TonyBlair1.bmp"	"Rope1.bmp"	;
"F29_O36_C"	"PierceBrosnan1.bmp"	"GrandPiano2.bmp"	;
"F10_O47_RP"	"HughGrant2.bmp"	"Scissors2.bmp"	;
"F3_O22_RP"	"BillGates2.bmp"	"Globe2.bmp"	;
"F8_O20_RP"	"TomHanks1.bmp"	"Wheelchair1.bmp"	;
"F25_O34_C"	"BritneySpears1.bmp"	"Soother1.bmp"	;
"P1_F48_RP"	"Alcatraz1.bmp"	"DavidBeckham1.bmp"	;
"P15_F42_RP"	"Stonehenge1.bmp"	"Madonna2.bmp"	;
"P11_F21_RP"	"WhiteHouse1.bmp"	"KateWinslet2.bmp"	;
"P30_F36_C"	"Colosseum2.bmp"	"MickJagger1.bmp"	;
"P17_F46_RP"	"EiffelTower2.bmp"	"ScarlettJohansson2.bmp"	;
"P16_F24_RP"	"LeaningTower1.bmp"	"AmyWinehouse2.bmp"	;
"P18_F22_RP"	"Petra1.bmp"	"WayneRooney1.bmp"	;
"P28_F32_C"	"MontSaintMichel2.bmp"	"DanielCraig1.bmp"	;
"P2_F40_RP"	"ForbiddenCity2.bmp"	"JuliaRoberts2.bmp"	;
"P10_F19_RP"	"RedSquare2.bmp"	"JackNicholson2.bmp"	;
"P5_F20_RP"	"MountRushmore1.bmp"	"GeorgeClooney2.bmp"	;
"P25_F31_C"	"SaharaDesert1.bmp"	"AlbertEinstein1.bmp"	;
"P14_O45_RP"	"MountEverest2.bmp"	"Basket2.bmp"	;
"P3_O39_RP"	"Akropolis1.bmp"	"Mirror2.bmp"	;
"P9_O24_RP"	"Atomium2.bmp"	"Necklace2.bmp"	;
"P26_O33_C"	"RialtoBridge2.bmp"	"Skirt1.bmp"	;
"P12_O37_RP"	"SistineChapel2.bmp"	"Hat1.bmp"	;
"P4_O48_RP"	"DoverCliffs1.bmp"	"Trophy1.bmp"	;
"P7_O38_RP"	"AyersRock2.bmp"	"Barbecue2.bmp"	;
"P27_O32_C"	"Alhambra1.bmp"	"Bicycle2.bmp"	;
"P13_O21_RP"	"BigBen2.bmp"	"RemoteControl1.bmp"	;
"P6_O42_RP"	"KingsCollege1.bmp"	"Anchor1.bmp"	;
"P8_O40_RP"	"BrandenburgGate1.bmp"	"Teddybear2.bmp"	;
"P29_O35_C"	"StatueOfLiberty2.bmp"	"Brush1.bmp"	;
"O18_F41_RP"	"Stapler2.bmp"	"PrinceWilliam1.bmp"	;
"O17_F47_RP"	"Belt2.bmp"	"ElvisPresley2.bmp"	;
"O13_F23_RP"	"Binoculars2.bmp"	"CharlieChaplin2.bmp"	;
"O26_F35_C"	"Lightbulb1.bmp"	"JudiDench2.bmp"	;
