0,0.0491926067599133,0.217037881983437,0.78863455213208,0.0379200383168336,0.501658745645359,0.238860208533257,0.587701580113451,0.442120180592202,0.376956712985045,0.711543888309348,0.867862565671334,0.433200992560067,0.844803841636002,0.668908808200525,0.0700658560884179,0.090498265926707,0.933662450663914,0.373241500699749,0.210244491183368,0.278836428859768

0.01,0.159507507286531,0.888859663505617,0.711748335839963,0.19289708740151,0.692305126038762,0.388339498032994,0.887561139698977,0.471261945788199,0.534571883122629,0.964859223587958,0.952587793363845,0.891014368888636,0.905029819199043,0.955568025238568,0.522558352282564,0.486453853043431,0.0341562637621594,0.788025135864491,0.0868402445508821,0.676785090677886

0.02,0.715890586721495,0.262255727456432,0.207392706005397,0.738902478910566,0.117324044535726,0.25899818921795,0.425589366685432,0.443649868183432,0.066926505392731,0.462203132631909,0.586856063659519,0.380794247720274,0.445618528847977,0.452812254371941,0.779918054176374,0.269466317889512,0.859540668530402,0.363129060222204,0.280453800227902,0.975798143577664

0.03,0.0425147232405525,0.88190415541588,0.185421912152638,0.92050555422811,0.0810127982064014,0.00966121416196309,0.374013821362655,0.0113192600423872,0.153155404871956,0.0695166256707767,0.175469383495265,0.0892315080198139,0.498087129175684,0.00836764826320084,0.227082379516317,0.167384004168957,0.551718098175273,0.110316526925182,0.00623774691658882,0.817941511912815

0.04,0.0569270504766967,0.00689106163404803,0.00292789019221958,0.000289516105950607,0.0113571311108011,0.189865457609116,0.209412398356494,0.408000872037113,0.000662220015158141,0.519638025985772,0.0246205807214492,0.121544807278612,0.0634627233398368,0.216333159096328,0.00236876163767092,0.0239065596579541,0.116921779383993,7.11538113255132e-05,0.00180298730824783,0.00106163358898981

0.05,0.00195100771244508,0.020239925721084,2.93228826267336e-05,0.0100615613963229,0.00382584830337001,0.00108511523292405,0.01473839513787,0.00868539512303407,0.0303691727062616,4.11392210078247e-05,0.00393293572475048,0.000599404778785995,0.00613864424931181,0.0142553930966722,0.00393044118803061,0.000906941584790735,0.0205114226814705,0.00161310252293832,0.092946128842828,0.00189578983057803

0.06,2.45215888277406e-05,2.73246488782672e-06,0.000102302700695904,0.00449496182824701,0.00049775666185148,0.00336186695469499,0.000144766674093775,1.56735007138822e-05,4.13893516998742e-05,0.000824712569418562,0.0133843584803409,0.0120601081281624,0.0010231668703953,0.000559690679789612,0.00109392683171219,0.000760412847599322,2.77154210967649e-05,7.02129269122576e-06,0.000594456358302956,0.000201123191616599

0.07,0.00240370947245636,6.00333912371727e-05,3.51395968117369e-07,1.73965923931369e-07,5.91580329453597e-05,0.00557452014588792,0.000273332493481312,7.03802830899943e-08,4.45461938121936e-06,1.03339698684171e-05,3.61035002534238e-08,0.000154576730714183,3.74612095472743e-05,0.000756237617235849,0.000198324073379016,0.00347371465681172,0.00137168407112144,3.16353215263131e-05,1.16415405450507e-05,0.000167085518222784

