picID	 fileAB	 fileAC	 ;
"F16_P44_RP"	"EltonJohn2.bmp"	"Louvre1.bmp"	;
"F2_P39_RP"	"MarilynMonroe2.bmp"	"NotreDame2.bmp"	;
"F8_P38_RP"	"TomHanks1.bmp"	"GreatWall1.bmp"	;
"F25_P35_C"	"BritneySpears1.bmp"	"PotalaPalace2.bmp"	;
"F11_P42_RP"	"MotherTeresa2.bmp"	"ChristTheRedeemer2.bmp"	;
"F17_P37_RP"	"MerylStreep1.bmp"	"AngkorWat1.bmp"	;
"F14_P41_RP"	"JohnLennon1.bmp"	"HollywoodSign1.bmp"	;
"F26_P34_C"	"BradPitt2.bmp"	"NeuschwansteinCastle2.bmp"	;
"F1_P43_RP"	"LeonardoDiCaprio2.bmp"	"MachuPicchu2.bmp"	;
"F6_P46_RP"	"JenniferLopez2.bmp"	"Versailles1.bmp"	;
"F3_P23_RP"	"BillGates1.bmp"	"GizehPyramids2.bmp"	;
"F28_P31_C"	"BarackObama1.bmp"	"NiagaraFalls2.bmp"	;
"F10_O40_RP"	"HughGrant1.bmp"	"Teddybear2.bmp"	;
"F5_O42_RP"	"TomCruise2.bmp"	"Anchor2.bmp"	;
"F7_O22_RP"	"RobbieWilliams2.bmp"	"Globe1.bmp"	;
"F30_O34_C"	"NikolaSarkozy2.bmp"	"Soother2.bmp"	;
"F4_O23_RP"	"TonyBlair2.bmp"	"Pillows1.bmp"	;
"F18_O41_RP"	"AngelaMerkel2.bmp"	"Key2.bmp"	;
"F9_O46_RP"	"WhoopiGoldberg1.bmp"	"Rope2.bmp"	;
"F27_O32_C"	"KateMoss1.bmp"	"Bicycle1.bmp"	;
"F13_O38_RP"	"NelsonMandela1.bmp"	"Barbecue2.bmp"	;
"F12_O21_RP"	"QueenElisabeth1.bmp"	"RemoteControl1.bmp"	;
"F15_O48_RP"	"FidelCastro1.bmp"	"Trophy2.bmp"	;
"F29_O35_C"	"PierceBrosnan1.bmp"	"Brush1.bmp"	;
"P8_F24_RP"	"BrandenburgGate1.bmp"	"AmyWinehouse1.bmp"	;
"P17_F40_RP"	"EiffelTower2.bmp"	"JuliaRoberts2.bmp"	;
"P9_F46_RP"	"Atomium1.bmp"	"ScarlettJohansson1.bmp"	;
"P25_F34_C"	"SaharaDesert2.bmp"	"DanielRadcliffe2.bmp"	;
"P10_F39_RP"	"RedSquare1.bmp"	"MargaretThatcher1.bmp"	;
"P13_F19_RP"	"BigBen1.bmp"	"JackNicholson1.bmp"	;
"P1_F38_RP"	"Alcatraz1.bmp"	"RodSteward2.bmp"	;
"P28_F32_C"	"MontSaintMichel1.bmp"	"DanielCraig1.bmp"	;
"P16_F23_RP"	"LeaningTower1.bmp"	"CharlieChaplin1.bmp"	;
"P5_F41_RP"	"MountRushmore2.bmp"	"PrinceWilliam1.bmp"	;
"P12_F42_RP"	"SistineChapel2.bmp"	"Madonna1.bmp"	;
"P30_F35_C"	"Colosseum1.bmp"	"JudiDench2.bmp"	;
"P11_O37_RP"	"WhiteHouse2.bmp"	"Hat1.bmp"	;
"P14_O44_RP"	"MountEverest1.bmp"	"Radio1.bmp"	;
"P15_O24_RP"	"Stonehenge1.bmp"	"Necklace2.bmp"	;
"P27_O33_C"	"Alhambra2.bmp"	"Skirt1.bmp"	;
"P2_O39_RP"	"ForbiddenCity1.bmp"	"Mirror1.bmp"	;
"P6_O20_RP"	"KingsCollege2.bmp"	"Wheelchair2.bmp"	;
"P3_O47_RP"	"Akropolis1.bmp"	"Scissors2.bmp"	;
"P29_O31_C"	"StatueOfLiberty2.bmp"	"Flask2.bmp"	;
"P4_O45_RP"	"DoverCliffs2.bmp"	"Basket1.bmp"	;
"P18_O43_RP"	"Petra2.bmp"	"Guitar1.bmp"	;
"P7_O19_RP"	"AyersRock1.bmp"	"Microscope2.bmp"	;
"P26_O36_C"	"RialtoBridge2.bmp"	"GrandPiano1.bmp"	;
"O15_F21_RP"	"FryingPan1.bmp"	"KateWinslet1.bmp"	;
"O1_F37_RP"	"Telephone1.bmp"	"BillClinton2.bmp"	;
"O6_F43_RP"	"Wineglass1.bmp"	"GeorgeBush1.bmp"	;
"O25_F33_C"	"Sock1.bmp"	"MichaelJackson2.bmp"	;
"O3_F20_RP"	"Scale1.bmp"	"GeorgeClooney1.bmp"	;
"O2_F47_RP"	"Bed2.bmp"	"ElvisPresley2.bmp"	;
"O7_F22_RP"	"Headphones2.bmp"	"WayneRooney2.bmp"	;
"O30_F36_C"	"Umbrella1.bmp"	"MickJagger1.bmp"	;
"O13_F45_RP"	"Binoculars2.bmp"	"MahadmaGandhi1.bmp"	;
"O18_F44_RP"	"Stapler1.bmp"	"WillSmith1.bmp"	;
"O11_F48_RP"	"Watch2.bmp"	"DavidBeckham2.bmp"	;
"O26_F31_C"	"Lightbulb1.bmp"	"AlbertEinstein2.bmp"	;
"O4_P40_RP"	"Football2.bmp"	"RapaNui1.bmp"	;
"O8_P24_RP"	"Ladder1.bmp"	"ChichenItza2.bmp"	;
"O12_P19_RP"	"Goggles2.bmp"	"TajMahal2.bmp"	;
"O27_P36_C"	"Fan2.bmp"	"SydneyOpera1.bmp"	;
"O16_P47_RP"	"Razor2.bmp"	"SagradaFamilia1.bmp"	;
"O10_P48_RP"	"Broom1.bmp"	"GrandCanyon1.bmp"	;
"O17_P20_RP"	"Belt2.bmp"	"GoldenGateBridge1.bmp"	;
"O29_P32_C"	"Canoe2.bmp"	"TowerBridge1.bmp"	;
"O5_P21_RP"	"Torch2.bmp"	"HagiaSophia1.bmp"	;
"O14_P45_RP"	"Hammock2.bmp"	"MountFuji2.bmp"	;
"O9_P22_RP"	"Shoe2.bmp"	"TimeSquare1.bmp"	;
"O28_P33_C"	"Suitcase1.bmp"	"Mecca2.bmp"	;
