picID	 fileAB	 fileAC	 ;
"F11_P20_RP"	"MotherTeresa1.bmp"	"GoldenGateBridge1.bmp"	;
"F6_P30_RP"	"JenniferLopez2.bmp"	"Colosseum2.bmp"	;
"F5_P25_RP"	"TomCruise2.bmp"	"SaharaDesert1.bmp"	;
"F40_P45_C"	"JuliaRoberts2.bmp"	"MountFuji1.bmp"	;
"F15_P22_RP"	"FidelCastro1.bmp"	"TimeSquare1.bmp"	;
"F13_P21_RP"	"NelsonMandela1.bmp"	"HagiaSophia2.bmp"	;
"F7_P23_RP"	"RobbieWilliams1.bmp"	"GizehPyramids1.bmp"	;
"F38_P46_C"	"RodSteward1.bmp"	"Versailles2.bmp"	;
"F3_P31_RP"	"BillGates2.bmp"	"NiagaraFalls2.bmp"	;
"F16_P27_RP"	"EltonJohn2.bmp"	"Alhambra1.bmp"	;
"F2_P19_RP"	"MarilynMonroe2.bmp"	"TajMahal1.bmp"	;
"F41_P48_C"	"PrinceWilliam2.bmp"	"GrandCanyon1.bmp"	;
"F10_O22_RP"	"HughGrant1.bmp"	"Globe1.bmp"	;
"F8_O27_RP"	"TomHanks1.bmp"	"Fan1.bmp"	;
"F12_O31_RP"	"QueenElisabeth2.bmp"	"Flask1.bmp"	;
"F42_O48_C"	"Madonna2.bmp"	"Trophy1.bmp"	;
"F14_O34_RP"	"JohnLennon2.bmp"	"Soother1.bmp"	;
"F17_O25_RP"	"MerylStreep1.bmp"	"Sock2.bmp"	;
"F18_O30_RP"	"AngelaMerkel1.bmp"	"Umbrella1.bmp"	;
"F37_O47_C"	"BillClinton2.bmp"	"Scissors1.bmp"	;
"F9_O33_RP"	"WhoopiGoldberg2.bmp"	"Skirt1.bmp"	;
"F1_O28_RP"	"LeonardoDiCaprio1.bmp"	"Suitcase2.bmp"	;
"F4_O21_RP"	"TonyBlair1.bmp"	"RemoteControl1.bmp"	;
"F39_O45_C"	"MargaretThatcher1.bmp"	"Basket2.bmp"	;
"P2_F20_RP"	"ForbiddenCity2.bmp"	"GeorgeClooney1.bmp"	;
"P12_F33_RP"	"SistineChapel1.bmp"	"MichaelJackson1.bmp"	;
"P10_F32_RP"	"RedSquare1.bmp"	"DanielCraig1.bmp"	;
"P40_F48_C"	"RapaNui2.bmp"	"DavidBeckham1.bmp"	;
"P11_F31_RP"	"WhiteHouse2.bmp"	"AlbertEinstein1.bmp"	;
"P7_F28_RP"	"AyersRock1.bmp"	"BarackObama2.bmp"	;
"P8_F36_RP"	"BrandenburgGate2.bmp"	"MickJagger2.bmp"	;
"P38_F44_C"	"GreatWall2.bmp"	"WillSmith2.bmp"	;
"P18_F25_RP"	"Petra2.bmp"	"BritneySpears1.bmp"	;
"P3_F34_RP"	"Akropolis2.bmp"	"DanielRadcliffe1.bmp"	;
"P16_F30_RP"	"LeaningTower2.bmp"	"NikolaSarkozy2.bmp"	;
"P39_F43_C"	"NotreDame1.bmp"	"GeorgeBush2.bmp"	;
"P13_O29_RP"	"BigBen2.bmp"	"Canoe2.bmp"	;
"P14_O32_RP"	"MountEverest2.bmp"	"Bicycle2.bmp"	;
