Trial,Cond,imageIDT,imageIDC,cue,Block,Correct,Response,RT,Accuracy,cueRep
40,1,S_Image_64.bmp,NA,NA,NA,NA,1,0.14117,NA,NA
41,1,F_Lure_2.bmp,NA,NA,NA,NA,1,0.00013614,NA,NA
42,1,F_Image_14.bmp,NA,NA,NA,NA,1,0.00011772,NA,NA
43,1,S_Image_69.bmp,NA,NA,NA,NA,1,0.72533,NA,NA
44,1,O_Image_44.bmp,NA,NA,NA,NA,1,1.0305,NA,NA
45,1,O_Image_28.bmp,NA,NA,NA,NA,1,1.0598,NA,NA
46,1,S_Image_53.bmp,NA,NA,NA,NA,1,1.1753,NA,NA
47,1,S_Image_70.bmp,NA,NA,NA,NA,1,0.66279,NA,NA
48,1,O_Lure_38.bmp,NA,NA,NA,NA,1,0.059248,NA,NA
49,1,O_Lure_27.bmp,NA,NA,NA,NA,1,0.070143,NA,NA
50,1,O_Image_37.bmp,NA,NA,NA,NA,1,0.63422,NA,NA
51,1,F_Image_4.bmp,NA,NA,NA,NA,1,0.63151,NA,NA
52,1,F_Lure_19.bmp,NA,NA,NA,NA,1,0.085579,NA,NA
53,1,F_Image_19.bmp,NA,NA,NA,NA,1,1.2323,NA,NA
54,1,O_Image_34.bmp,NA,NA,NA,NA,1,0.46173,NA,NA
55,1,F_Lure_18.bmp,NA,NA,NA,NA,1,0.00012255,NA,NA
56,1,S_Image_62.bmp,NA,NA,NA,NA,1,0.72178,NA,NA
57,1,S_Image_71.bmp,NA,NA,NA,NA,1,2.7725,NA,NA
58,1,S_Image_55.bmp,NA,NA,NA,NA,1,0.00011893,NA,NA
59,1,S_Image_52.bmp,NA,NA,NA,NA,1,1.396,NA,NA
60,1,O_Image_26.bmp,NA,NA,NA,NA,1,0.49765,NA,NA
61,1,S_Image_59.bmp,NA,NA,NA,NA,1,2.3149,NA,NA
62,1,O_Image_27.bmp,NA,NA,NA,NA,1,0.21228,NA,NA
63,1,F_Image_12.bmp,NA,NA,NA,NA,1,0.00013433,NA,NA
64,1,F_Lure_10.bmp,NA,NA,NA,NA,1,0.64185,NA,NA
65,1,O_Image_45.bmp,NA,NA,NA,NA,1,0.775,NA,NA
66,1,S_Lure_60.bmp,NA,NA,NA,NA,1,0.078415,NA,NA
67,1,O_Lure_44.bmp,NA,NA,NA,NA,1,0.61697,NA,NA
68,1,O_Image_25.bmp,NA,NA,NA,NA,1,0.63972,NA,NA
69,1,F_Lure_7.bmp,NA,NA,NA,NA,1,0.06925,NA,NA
70,1,F_Lure_15.bmp,NA,NA,NA,NA,1,0.041974,NA,NA
71,1,S_Lure_55.bmp,NA,NA,NA,NA,1,0.069689,NA,NA
72,1,O_Lure_33.bmp,NA,NA,NA,NA,1,2.5839,NA,NA
73,1,O_Lure_43.bmp,NA,NA,NA,NA,1,0.54274,NA,NA
74,1,S_Lure_59.bmp,NA,NA,NA,NA,1,0.74343,NA,NA
75,1,S_Image_72.bmp,NA,NA,NA,NA,1,1.6155,NA,NA
76,1,O_Image_29.bmp,NA,NA,NA,NA,1,3.2028,NA,NA
77,1,O_Image_30.bmp,NA,NA,NA,NA,1,0.1597,NA,NA
78,1,S_Lure_72.bmp,NA,NA,NA,NA,1,1.0225,NA,NA
79,1,F_Lure_13.bmp,NA,NA,NA,NA,1,0.00011621,NA,NA
80,1,S_Lure_65.bmp,NA,NA,NA,NA,1,0.62845,NA,NA
81,1,O_Image_36.bmp,NA,NA,NA,NA,1,0.59988,NA,NA
82,1,F_Lure_12.bmp,NA,NA,NA,NA,1,0.77455,NA,NA
83,1,F_Image_13.bmp,NA,NA,NA,NA,1,0.00011923,NA,NA
84,1,O_Image_40.bmp,NA,NA,NA,NA,1,1.8447,NA,NA
85,1,F_Image_1.bmp,NA,NA,NA,NA,1,0.56812,NA,NA
86,1,S_Lure_50.bmp,NA,NA,NA,NA,1,0.42351,NA,NA
87,1,F_Lure_8.bmp,NA,NA,NA,NA,1,0.41251,NA,NA
88,1,O_Image_42.bmp,NA,NA,NA,NA,1,0.72945,NA,NA
89,1,S_Image_63.bmp,NA,NA,NA,NA,1,0.00011682,NA,NA
90,1,S_Image_65.bmp,NA,NA,NA,NA,1,0.81021,NA,NA
91,1,O_Lure_46.bmp,NA,NA,NA,NA,1,0.67242,NA,NA
92,1,O_Lure_47.bmp,NA,NA,NA,NA,1,0.72325,NA,NA
93,1,O_Image_41.bmp,NA,NA,NA,NA,1,2.4363,NA,NA
94,1,F_Lure_16.bmp,NA,NA,NA,NA,1,0.64199,NA,NA
95,1,F_Image_20.bmp,NA,NA,NA,NA,1,0.69399,NA,NA
96,1,O_Image_33.bmp,NA,NA,NA,NA,1,0.80054,NA,NA
97,1,F_Image_11.bmp,NA,NA,NA,NA,1,0.078667,NA,NA
98,1,F_Image_9.bmp,NA,NA,NA,NA,1,0.73741,NA,NA
99,1,O_Lure_32.bmp,NA,NA,NA,NA,1,0.22608,NA,NA
100,1,S_Lure_71.bmp,NA,NA,NA,NA,1,0.78151,NA,NA
101,1,F_Lure_17.bmp,NA,NA,NA,NA,1,0.60369,NA,NA
102,1,O_Lure_28.bmp,NA,NA,NA,NA,1,0.17024,NA,NA
103,1,S_Lure_62.bmp,NA,NA,NA,NA,1,0.14671,NA,NA
104,1,F_Image_17.bmp,NA,NA,NA,NA,1,0.051003,NA,NA
105,1,O_Lure_39.bmp,NA,NA,NA,NA,1,0.35781,NA,NA
106,1,S_Image_66.bmp,NA,NA,NA,NA,1,0.53175,NA,NA
107,1,S_Lure_58.bmp,NA,NA,NA,NA,1,0.27649,NA,NA
108,1,O_Lure_35.bmp,NA,NA,NA,NA,1,0.73585,NA,NA
109,1,O_Lure_30.bmp,NA,NA,NA,NA,1,0.51279,NA,NA
110,1,S_Lure_69.bmp,NA,NA,NA,NA,1,0.49874,NA,NA
111,1,F_Lure_6.bmp,NA,NA,NA,NA,1,0.68467,NA,NA
112,1,F_Image_10.bmp,NA,NA,NA,NA,1,0.7267,NA,NA
113,1,O_Lure_42.bmp,NA,NA,NA,NA,1,2.5127,NA,NA
114,1,F_Image_15.bmp,NA,NA,NA,NA,1,0.3602,NA,NA
115,1,F_Image_24.bmp,NA,NA,NA,NA,1,0.00011652,NA,NA
116,1,O_Lure_34.bmp,NA,NA,NA,NA,1,0.00011682,NA,NA
117,1,F_Image_21.bmp,NA,NA,NA,NA,1,0.00011742,NA,NA
118,1,O_Image_32.bmp,NA,NA,NA,NA,1,0.00011652,NA,NA
119,1,F_Lure_24.bmp,NA,NA,NA,NA,1,7.1995,NA,NA
120,1,F_Lure_3.bmp,NA,NA,NA,NA,1,0.62745,NA,NA
121,1,S_Lure_49.bmp,NA,NA,NA,NA,1,0.49401,NA,NA
122,1,O_Image_35.bmp,NA,NA,NA,NA,1,0.46869,NA,NA
123,1,S_Lure_68.bmp,NA,NA,NA,NA,1,0.52528,NA,NA
124,1,O_Image_31.bmp,NA,NA,NA,NA,1,0.7974,NA,NA
125,1,S_Lure_67.bmp,NA,NA,NA,NA,1,0.36148,NA,NA
126,1,F_Image_5.bmp,NA,NA,NA,NA,1,0.5342,NA,NA
127,1,O_Image_47.bmp,NA,NA,NA,NA,1,0.63755,NA,NA
128,1,O_Lure_48.bmp,NA,NA,NA,NA,1,0.7204,NA,NA
129,1,O_Image_39.bmp,NA,NA,NA,NA,1,0.81497,NA,NA
130,1,F_Lure_22.bmp,NA,NA,NA,NA,1,0.38447,NA,NA
131,1,S_Lure_53.bmp,NA,NA,NA,NA,1,0.98992,NA,NA
132,1,O_Lure_37.bmp,NA,NA,NA,NA,1,0.44987,NA,NA
133,1,O_Lure_36.bmp,NA,NA,NA,NA,1,0.26801,NA,NA
134,1,O_Lure_45.bmp,NA,NA,NA,NA,1,2.1633,NA,NA
135,1,S_Image_57.bmp,NA,NA,NA,NA,1,0.24997,NA,NA
136,1,F_Lure_23.bmp,NA,NA,NA,NA,1,0.00011621,NA,NA
137,1,S_Image_54.bmp,NA,NA,NA,NA,1,0.42355,NA,NA
138,1,F_Lure_5.bmp,NA,NA,NA,NA,1,0.010156,NA,NA
139,1,F_Image_23.bmp,NA,NA,NA,NA,1,1.2288,NA,NA
140,1,O_Image_38.bmp,NA,NA,NA,NA,1,0.63895,NA,NA
141,1,F_Lure_11.bmp,NA,NA,NA,NA,1,0.32835,NA,NA
142,1,S_Lure_57.bmp,NA,NA,NA,NA,1,0.31978,NA,NA
143,1,S_Image_58.bmp,NA,NA,NA,NA,1,0.52523,NA,NA
144,1,F_Lure_20.bmp,NA,NA,NA,NA,1,0.26845,NA,NA
145,2,S_Image_51.bmp,S_Lure_51.bmp,drizzle,1,1,0,3.4953,0,NA
146,2,S_Image_54.bmp,S_Lure_54.bmp,attack,1,2,2,1.4472,1,NA
147,2,S_Image_68.bmp,S_Lure_68.bmp,army,1,2,2,1.37,1,NA
148,2,O_Image_32.bmp,O_Lure_32.bmp,corpse,1,2,2,1.2412,1,NA
149,2,O_Image_42.bmp,O_Lure_42.bmp,kiss,1,1,1,1.1973,1,NA
150,2,F_Image_14.bmp,F_Lure_14.bmp,arrow,1,1,1,1.2908,1,NA
151,2,O_Image_47.bmp,O_Lure_47.bmp,flood,1,1,1,1.3168,1,NA
152,2,F_Image_8.bmp,F_Lure_8.bmp,angel,1,2,2,0.78142,1,NA
153,2,O_Image_41.bmp,O_Lure_41.bmp,fuel,1,1,1,0.81936,1,NA
154,2,F_Image_17.bmp,F_Lure_17.bmp,animal,1,2,2,1.0479,1,NA
155,2,S_Image_62.bmp,S_Lure_62.bmp,antique,1,2,2,1.0275,1,NA
156,2,O_Image_33.bmp,O_Lure_33.bmp,hostage,1,1,2,1.0243,0,NA
157,3,F_Image_17.bmp,F_Lure_17.bmp,animal,1,2,2,1.9164,1,NA
158,3,O_Image_42.bmp,O_Lure_42.bmp,kiss,1,2,2,0.81297,1,NA
159,3,F_Image_14.bmp,F_Lure_14.bmp,arrow,1,2,2,0.89826,1,NA
160,3,S_Image_68.bmp,S_Lure_68.bmp,army,1,1,1,0.96353,1,NA
161,3,S_Image_54.bmp,S_Lure_54.bmp,attack,1,2,2,0.93015,1,NA
162,3,S_Image_51.bmp,S_Lure_51.bmp,drizzle,1,1,1,0.87422,1,NA
163,3,O_Image_41.bmp,O_Lure_41.bmp,fuel,1,2,2,0.60515,1,NA
164,3,S_Image_62.bmp,S_Lure_62.bmp,antique,1,2,2,0.78692,1,NA
165,3,O_Image_32.bmp,O_Lure_32.bmp,corpse,1,2,2,0.51232,1,NA
166,3,F_Image_8.bmp,F_Lure_8.bmp,angel,1,1,1,0.83328,1,NA
167,3,O_Image_47.bmp,O_Lure_47.bmp,flood,1,2,1,1.2134,0,NA
168,3,O_Image_33.bmp,O_Lure_33.bmp,hostage,1,1,1,0.7063,1,NA
169,2,O_Image_45.bmp,O_Lure_45.bmp,giant,2,1,0,3.4953,0,NA
170,2,O_Image_38.bmp,O_Lure_38.bmp,breakfast,2,1,2,1.0124,0,NA
171,2,O_Image_40.bmp,O_Lure_40.bmp,hurricane,2,2,1,1.2734,0,NA
172,2,O_Image_35.bmp,O_Lure_35.bmp,galaxy,2,2,2,0.97242,1,NA
173,2,F_Image_5.bmp,F_Lure_5.bmp,alcohol,2,1,1,1.0508,1,NA
174,2,S_Image_58.bmp,S_Lure_58.bmp,magnet,2,2,1,1.0626,0,NA
175,2,S_Image_55.bmp,S_Lure_55.bmp,board,2,2,2,0.90505,1,NA
176,2,F_Image_16.bmp,F_Lure_16.bmp,harem,2,2,1,0.84233,0,NA
177,2,F_Image_11.bmp,F_Lure_11.bmp,cone,2,2,2,1.1109,1,NA
178,2,S_Image_56.bmp,S_Lure_56.bmp,fire,2,1,1,0.89606,1,NA
179,2,S_Image_69.bmp,S_Lure_69.bmp,arch,2,1,1,1.1136,1,NA
180,2,O_Image_34.bmp,O_Lure_34.bmp,alien,2,2,2,0.93851,1,NA
181,3,O_Image_40.bmp,O_Lure_40.bmp,hurricane,2,2,2,1.3698,1,NA
182,3,S_Image_58.bmp,S_Lure_58.bmp,magnet,2,2,2,1.0644,1,NA
183,3,O_Image_35.bmp,O_Lure_35.bmp,galaxy,2,1,1,1.1553,1,NA
184,3,O_Image_38.bmp,O_Lure_38.bmp,breakfast,2,2,2,0.7867,1,NA
185,3,F_Image_5.bmp,F_Lure_5.bmp,alcohol,2,1,1,0.96901,1,NA
186,3,F_Image_11.bmp,F_Lure_11.bmp,cone,2,2,2,0.9916,1,NA
187,3,S_Image_69.bmp,S_Lure_69.bmp,arch,2,2,2,1.1497,1,NA
188,3,S_Image_56.bmp,S_Lure_56.bmp,fire,2,1,1,0.93288,1,NA
189,3,F_Image_16.bmp,F_Lure_16.bmp,harem,2,1,1,0.92497,1,NA
190,3,S_Image_55.bmp,S_Lure_55.bmp,board,2,1,2,0.81384,0,NA
191,3,O_Image_34.bmp,O_Lure_34.bmp,alien,2,2,2,0.74646,1,NA
192,3,O_Image_45.bmp,O_Lure_45.bmp,giant,2,2,2,0.65014,1,NA
193,2,S_Image_72.bmp,S_Lure_72.bmp,asphalt,3,1,1,1.0371,1,NA
194,2,F_Image_3.bmp,F_Lure_3.bmp,laundry,3,2,2,0.6732,1,NA
195,2,F_Image_6.bmp,F_Lure_6.bmp,bubble,3,1,1,0.88377,1,NA
196,2,F_Image_7.bmp,F_Lure_7.bmp,lever,3,1,1,0.77397,1,NA
197,2,S_Image_60.bmp,S_Lure_60.bmp,honeymoon,3,1,1,0.93261,1,NA
198,2,F_Image_22.bmp,F_Lure_22.bmp,crumb,3,2,2,0.64516,1,NA
199,2,S_Image_63.bmp,S_Lure_63.bmp,marble,3,1,1,0.99218,1,NA
200,2,F_Image_19.bmp,F_Lure_19.bmp,cloud,3,1,1,1.0381,1,NA
201,2,S_Image_70.bmp,S_Lure_70.bmp,ghost,3,1,1,0.83417,1,NA
202,2,O_Image_28.bmp,O_Lure_28.bmp,costume,3,2,2,0.67859,1,NA
203,2,O_Image_30.bmp,O_Lure_30.bmp,black,3,1,1,0.85652,1,NA
204,2,F_Image_21.bmp,F_Lure_21.bmp,corner,3,2,2,0.99619,1,NA
205,3,F_Image_21.bmp,F_Lure_21.bmp,corner,3,2,2,0.65674,1,NA
206,3,F_Image_19.bmp,F_Lure_19.bmp,cloud,3,2,2,0.94834,1,NA
207,3,F_Image_6.bmp,F_Lure_6.bmp,bubble,3,2,2,0.7316,1,NA
208,3,S_Image_70.bmp,S_Lure_70.bmp,ghost,3,2,1,1.3799,0,NA
209,3,F_Image_7.bmp,F_Lure_7.bmp,lever,3,1,1,0.9778,1,NA
210,3,F_Image_22.bmp,F_Lure_22.bmp,crumb,3,2,2,0.91251,1,NA
211,3,S_Image_60.bmp,S_Lure_60.bmp,honeymoon,3,1,1,0.89748,1,NA
212,3,S_Image_72.bmp,S_Lure_72.bmp,asphalt,3,1,1,1.1468,1,NA
213,3,O_Image_28.bmp,O_Lure_28.bmp,costume,3,2,2,0.77,1,NA
214,3,S_Image_63.bmp,S_Lure_63.bmp,marble,3,1,1,0.90517,1,NA
215,3,F_Image_3.bmp,F_Lure_3.bmp,laundry,3,1,1,0.8185,1,NA
216,3,O_Image_30.bmp,O_Lure_30.bmp,black,3,2,2,1.1354,1,NA
217,4,S_Image_65.bmp,S_Lure_65.bmp,hurricane,1,1,1,1.8942,1,NA
218,4,F_Image_1.bmp,F_Lure_1.bmp,army,1,1,2,1.5277,0,NA
219,4,F_Image_15.bmp,F_Lure_15.bmp,attack,1,2,2,0.6882,1,NA
220,4,S_Image_61.bmp,S_Lure_61.bmp,bubble,1,1,1,0.9057,1,NA
221,4,F_Image_24.bmp,F_Lure_24.bmp,corpse,1,1,1,0.87538,1,NA
222,4,O_Image_37.bmp,O_Lure_37.bmp,harem,1,2,2,0.726,1,NA
223,4,O_Image_27.bmp,O_Lure_27.bmp,board,1,1,1,0.7909,1,NA
224,4,S_Image_59.bmp,S_Lure_59.bmp,animal,1,1,1,0.91701,1,NA
225,4,O_Image_46.bmp,O_Lure_46.bmp,antique,1,2,2,0.7176,1,NA
226,4,O_Image_39.bmp,O_Lure_39.bmp,arch,1,1,1,0.83829,1,NA
227,4,F_Image_13.bmp,F_Lure_13.bmp,honeymoon,1,2,2,0.64233,1,NA
228,4,S_Image_71.bmp,S_Lure_71.bmp,cloud,1,1,1,1.6789,1,NA
229,4,S_Image_64.bmp,S_Lure_64.bmp,alcohol,2,2,2,0.76811,1,NA
230,4,O_Image_25.bmp,O_Lure_25.bmp,arrow,2,1,1,0.67118,1,NA
231,4,O_Image_43.bmp,O_Lure_43.bmp,angel,2,2,2,0.77797,1,NA
232,4,S_Image_52.bmp,S_Lure_52.bmp,kiss,2,2,2,1.0559,1,NA
233,4,S_Image_49.bmp,S_Lure_49.bmp,breakfast,2,1,1,1.2595,1,NA
234,4,F_Image_9.bmp,F_Lure_9.bmp,hostage,2,1,1,0.88667,1,NA
235,4,S_Image_53.bmp,S_Lure_53.bmp,giant,2,2,2,1.0088,1,NA
236,4,S_Image_66.bmp,S_Lure_66.bmp,fuel,2,2,2,0.78216,1,NA
237,4,F_Image_12.bmp,F_Lure_12.bmp,asphalt,2,1,1,1.052,1,NA
238,4,F_Image_2.bmp,F_Lure_2.bmp,black,2,2,2,1.4881,1,NA
239,4,O_Image_44.bmp,O_Lure_44.bmp,drizzle,2,1,1,0.58565,1,NA
240,4,S_Image_67.bmp,S_Lure_67.bmp,galaxy,2,2,2,0.64787,1,NA
241,4,O_Image_26.bmp,O_Lure_26.bmp,corner,3,2,2,0.74699,1,NA
242,4,F_Image_4.bmp,F_Lure_4.bmp,costume,3,1,1,1.0662,1,NA
243,4,F_Image_18.bmp,F_Lure_18.bmp,fire,3,2,2,0.98878,1,NA
244,4,F_Image_23.bmp,F_Lure_23.bmp,alien,3,1,1,0.88326,1,NA
245,4,O_Image_29.bmp,O_Lure_29.bmp,magnet,3,1,1,0.71738,1,NA
246,4,O_Image_48.bmp,O_Lure_48.bmp,cone,3,1,1,0.74216,1,NA
247,4,O_Image_36.bmp,O_Lure_36.bmp,marble,3,2,2,0.62999,1,NA
248,4,S_Image_57.bmp,S_Lure_57.bmp,laundry,3,1,1,1.1542,1,NA
249,4,F_Image_10.bmp,F_Lure_10.bmp,flood,3,1,2,1.4657,0,NA
250,4,F_Image_20.bmp,F_Lure_20.bmp,ghost,3,1,1,1.7886,1,NA
251,4,O_Image_31.bmp,O_Lure_31.bmp,lever,3,1,1,0.5147,1,NA
252,4,S_Image_50.bmp,S_Lure_50.bmp,crumb,3,1,1,0.85972,1,NA
253,5,NA,NA,angel,NA,1,0,2.5001,0,1
254,5,NA,NA,black,NA,2,1,0.34741,0,1
255,5,NA,NA,animal,NA,1,1,0.77237,1,1
256,5,NA,NA,black,NA,2,2,0.42244,1,2
257,5,NA,NA,alcohol,NA,1,3,0.40069,0,1
258,5,NA,NA,giant,NA,2,2,0.51407,1,1
259,5,NA,NA,animal,NA,1,1,0.38783,1,2
260,5,NA,NA,giant,NA,2,2,0.31802,1,2
261,5,NA,NA,corpse,NA,2,2,0.35098,1,1
262,5,NA,NA,animal,NA,1,2,0.44891,0,3
263,5,NA,NA,alien,NA,2,4,0.76205,0,1
264,5,NA,NA,galaxy,NA,2,3,0.35522,0,1
265,5,NA,NA,cloud,NA,1,1,0.38129,1,1
266,5,NA,NA,hurricane,NA,2,3,0.29499,0,1
267,5,NA,NA,galaxy,NA,2,2,0.27225,1,2
268,5,NA,NA,cloud,NA,1,1,0.53831,1,2
269,5,NA,NA,harem,NA,1,1,0.70089,1,1
270,5,NA,NA,galaxy,NA,2,3,0.39835,0,3
271,6,O_Image_39.bmp,O_Lure_39.bmp,NA,3,2,2,1.2573,1,NA
272,6,S_Image_49.bmp,S_Lure_49.bmp,NA,3,1,0,3.4951,0,NA
273,6,O_Image_31.bmp,O_Lure_31.bmp,NA,3,2,0,3.4951,0,NA
274,6,O_Image_44.bmp,O_Lure_44.bmp,NA,3,2,0,3.4953,0,NA
275,6,S_Image_64.bmp,S_Lure_64.bmp,NA,3,2,0,3.4956,0,NA
276,6,S_Image_50.bmp,S_Lure_50.bmp,NA,3,2,0,3.4952,0,NA
277,6,F_Image_9.bmp,F_Lure_9.bmp,NA,3,1,0,3.4951,0,NA
278,6,S_Image_61.bmp,S_Lure_61.bmp,NA,3,1,0,3.4951,0,NA
279,6,S_Image_57.bmp,S_Lure_57.bmp,NA,3,1,0,3.4954,0,NA
280,6,O_Image_29.bmp,O_Lure_29.bmp,NA,3,2,0,3.4953,0,NA
281,6,F_Image_2.bmp,F_Lure_2.bmp,NA,3,2,0,3.4953,0,NA
282,6,S_Image_66.bmp,S_Lure_66.bmp,NA,3,1,0,3.4954,0,NA
283,6,F_Image_4.bmp,F_Lure_4.bmp,NA,3,1,0,3.4951,0,NA
284,6,O_Image_36.bmp,O_Lure_36.bmp,NA,3,1,0,3.4955,0,NA
285,6,F_Image_10.bmp,F_Lure_10.bmp,NA,3,1,0,3.4952,0,NA
286,6,O_Image_46.bmp,O_Lure_46.bmp,NA,3,2,0,3.4955,0,NA
287,6,S_Image_53.bmp,S_Lure_53.bmp,NA,3,1,0,3.495,0,NA
288,6,F_Image_20.bmp,F_Lure_20.bmp,NA,3,1,0,3.4956,0,NA
289,6,O_Image_27.bmp,O_Lure_27.bmp,NA,3,1,0,3.4952,0,NA
290,6,S_Image_67.bmp,S_Lure_67.bmp,NA,3,2,0,3.4953,0,NA
291,6,F_Image_13.bmp,F_Lure_13.bmp,NA,3,2,0,3.4953,0,NA
292,6,O_Image_48.bmp,O_Lure_48.bmp,NA,3,1,0,3.4954,0,NA
293,6,O_Image_37.bmp,O_Lure_37.bmp,NA,3,2,0,3.495,0,NA
294,6,F_Image_1.bmp,F_Lure_1.bmp,NA,3,1,0,3.4952,0,NA
295,6,F_Image_18.bmp,F_Lure_18.bmp,NA,3,2,0,3.495,0,NA
296,6,O_Image_25.bmp,O_Lure_25.bmp,NA,3,2,0,3.4952,0,NA
297,6,O_Image_43.bmp,O_Lure_43.bmp,NA,3,2,0,3.4952,0,NA
298,6,F_Image_23.bmp,F_Lure_23.bmp,NA,3,1,0,3.4951,0,NA
299,6,F_Image_15.bmp,F_Lure_15.bmp,NA,3,2,0,3.4955,0,NA
300,6,F_Image_12.bmp,F_Lure_12.bmp,NA,3,1,0,3.4955,0,NA
301,6,S_Image_65.bmp,S_Lure_65.bmp,NA,3,1,0,3.4956,0,NA
302,6,O_Image_26.bmp,O_Lure_26.bmp,NA,3,1,0,3.4954,0,NA
303,6,S_Image_59.bmp,S_Lure_59.bmp,NA,3,2,0,3.4952,0,NA
304,6,S_Image_71.bmp,S_Lure_71.bmp,NA,3,1,0,3.4953,0,NA
305,6,S_Image_52.bmp,S_Lure_52.bmp,NA,3,1,0,3.495,0,NA
306,6,F_Image_24.bmp,F_Lure_24.bmp,NA,3,1,0,3.495,0,NA
