Trial,Cond,imageIDT,imageIDC,cue,Block,Correct,Response,RT,Accuracy,cueRep
34,1,F_Lure_14.bmp,NA,NA,NA,NA,1,1.6531,NA,NA
35,1,F_Image_3.bmp,NA,NA,NA,NA,1,0.50868,NA,NA
36,1,F_Lure_9.bmp,NA,NA,NA,NA,1,0.65015,NA,NA
37,1,S_Lure_52.bmp,NA,NA,NA,NA,1,2.9945,NA,NA
38,1,S_Image_61.bmp,NA,NA,NA,NA,1,3.2046,NA,NA
39,1,O_Lure_26.bmp,NA,NA,NA,NA,1,0.39883,NA,NA
40,1,S_Image_64.bmp,NA,NA,NA,NA,1,5.1066,NA,NA
41,1,F_Lure_2.bmp,NA,NA,NA,NA,1,0.63358,NA,NA
42,1,F_Image_14.bmp,NA,NA,NA,NA,1,0.19589,NA,NA
43,1,S_Image_69.bmp,NA,NA,NA,NA,1,0.59032,NA,NA
44,1,O_Image_44.bmp,NA,NA,NA,NA,1,0.51378,NA,NA
45,1,O_Image_28.bmp,NA,NA,NA,NA,1,0.12856,NA,NA
46,1,S_Image_53.bmp,NA,NA,NA,NA,1,5.4936,NA,NA
47,1,S_Image_70.bmp,NA,NA,NA,NA,1,2.2766,NA,NA
48,1,O_Lure_38.bmp,NA,NA,NA,NA,1,0.6034,NA,NA
49,1,O_Lure_27.bmp,NA,NA,NA,NA,1,0.53339,NA,NA
50,1,O_Image_37.bmp,NA,NA,NA,NA,1,16.5557,NA,NA
51,1,F_Image_4.bmp,NA,NA,NA,NA,1,1.047,NA,NA
52,1,F_Lure_19.bmp,NA,NA,NA,NA,1,0.63114,NA,NA
53,1,F_Image_19.bmp,NA,NA,NA,NA,1,0.59115,NA,NA
54,1,O_Image_34.bmp,NA,NA,NA,NA,1,1.2032,NA,NA
55,1,F_Lure_18.bmp,NA,NA,NA,NA,1,3.7032,NA,NA
56,1,S_Image_62.bmp,NA,NA,NA,NA,1,6.717,NA,NA
57,1,S_Image_71.bmp,NA,NA,NA,NA,1,6.4024,NA,NA
58,1,S_Image_55.bmp,NA,NA,NA,NA,1,3.6846,NA,NA
59,1,S_Image_52.bmp,NA,NA,NA,NA,1,3.1934,NA,NA
60,1,O_Image_26.bmp,NA,NA,NA,NA,1,0.83418,NA,NA
61,1,S_Image_59.bmp,NA,NA,NA,NA,1,3.724,NA,NA
62,1,O_Image_27.bmp,NA,NA,NA,NA,1,1.4576,NA,NA
63,1,F_Image_12.bmp,NA,NA,NA,NA,1,0.68311,NA,NA
64,1,F_Lure_10.bmp,NA,NA,NA,NA,1,0.41117,NA,NA
65,1,O_Image_45.bmp,NA,NA,NA,NA,1,2.4466,NA,NA
66,1,S_Lure_60.bmp,NA,NA,NA,NA,1,1.2147,NA,NA
67,1,O_Lure_44.bmp,NA,NA,NA,NA,1,1.0793,NA,NA
68,1,O_Image_25.bmp,NA,NA,NA,NA,1,2.3588,NA,NA
69,1,F_Lure_7.bmp,NA,NA,NA,NA,1,6.6024,NA,NA
70,1,F_Lure_15.bmp,NA,NA,NA,NA,1,3.4703,NA,NA
71,1,S_Lure_55.bmp,NA,NA,NA,NA,1,33.0507,NA,NA
72,1,O_Lure_33.bmp,NA,NA,NA,NA,1,7.4283,NA,NA
73,1,O_Lure_43.bmp,NA,NA,NA,NA,1,4.6782,NA,NA
74,1,S_Lure_59.bmp,NA,NA,NA,NA,1,16.6208,NA,NA
75,1,S_Image_72.bmp,NA,NA,NA,NA,1,9.8788,NA,NA
76,1,O_Image_29.bmp,NA,NA,NA,NA,1,5.9278,NA,NA
77,1,O_Image_30.bmp,NA,NA,NA,NA,1,4.1428,NA,NA
78,1,S_Lure_72.bmp,NA,NA,NA,NA,1,1.1968,NA,NA
79,1,F_Lure_13.bmp,NA,NA,NA,NA,1,0.59309,NA,NA
80,1,S_Lure_65.bmp,NA,NA,NA,NA,1,3.8681,NA,NA
81,1,O_Image_36.bmp,NA,NA,NA,NA,1,3.7018,NA,NA
82,1,F_Lure_12.bmp,NA,NA,NA,NA,1,3.9417,NA,NA
83,1,F_Image_13.bmp,NA,NA,NA,NA,1,0.85064,NA,NA
84,1,O_Image_40.bmp,NA,NA,NA,NA,1,1.2426,NA,NA
85,1,F_Image_1.bmp,NA,NA,NA,NA,1,2.6219,NA,NA
86,1,S_Lure_50.bmp,NA,NA,NA,NA,1,3.5766,NA,NA
87,1,F_Lure_8.bmp,NA,NA,NA,NA,1,8.2504,NA,NA
88,1,O_Image_42.bmp,NA,NA,NA,NA,1,3.7075,NA,NA
89,1,S_Image_63.bmp,NA,NA,NA,NA,1,0.98108,NA,NA
90,1,S_Image_65.bmp,NA,NA,NA,NA,1,4.0588,NA,NA
91,1,O_Lure_46.bmp,NA,NA,NA,NA,1,0.85179,NA,NA
92,1,O_Lure_47.bmp,NA,NA,NA,NA,1,0.95855,NA,NA
93,1,O_Image_41.bmp,NA,NA,NA,NA,1,1.5866,NA,NA
94,1,F_Lure_16.bmp,NA,NA,NA,NA,1,0.16594,NA,NA
95,1,F_Image_20.bmp,NA,NA,NA,NA,1,3.3059,NA,NA
96,1,O_Image_33.bmp,NA,NA,NA,NA,1,2.9993,NA,NA
97,1,F_Image_11.bmp,NA,NA,NA,NA,1,1.8036,NA,NA
98,1,F_Image_9.bmp,NA,NA,NA,NA,1,1.055,NA,NA
99,1,O_Lure_32.bmp,NA,NA,NA,NA,1,3.0228,NA,NA
100,1,S_Lure_71.bmp,NA,NA,NA,NA,1,2.6823,NA,NA
101,1,F_Lure_17.bmp,NA,NA,NA,NA,1,4.1555,NA,NA
102,1,O_Lure_28.bmp,NA,NA,NA,NA,1,0.71135,NA,NA
103,1,S_Lure_62.bmp,NA,NA,NA,NA,1,7.9021,NA,NA
104,1,F_Image_17.bmp,NA,NA,NA,NA,1,1.0613,NA,NA
105,1,O_Lure_39.bmp,NA,NA,NA,NA,1,9.2309,NA,NA
106,1,S_Image_66.bmp,NA,NA,NA,NA,1,22.0479,NA,NA
107,1,S_Lure_58.bmp,NA,NA,NA,NA,1,17.1056,NA,NA
108,1,O_Lure_35.bmp,NA,NA,NA,NA,1,4.4666,NA,NA
109,1,O_Lure_30.bmp,NA,NA,NA,NA,1,3.5554,NA,NA
110,1,S_Lure_69.bmp,NA,NA,NA,NA,1,1.7864,NA,NA
111,1,F_Lure_6.bmp,NA,NA,NA,NA,1,4.0168,NA,NA
112,1,F_Image_10.bmp,NA,NA,NA,NA,1,1.7646,NA,NA
113,1,O_Lure_42.bmp,NA,NA,NA,NA,1,1.1044,NA,NA
114,1,F_Image_15.bmp,NA,NA,NA,NA,1,0.43852,NA,NA
115,1,F_Image_24.bmp,NA,NA,NA,NA,1,0.0001144,NA,NA
116,1,O_Lure_34.bmp,NA,NA,NA,NA,1,0.94806,NA,NA
117,1,F_Image_21.bmp,NA,NA,NA,NA,1,1.4407,NA,NA
118,1,O_Image_32.bmp,NA,NA,NA,NA,1,1.0266,NA,NA
119,1,F_Lure_24.bmp,NA,NA,NA,NA,1,0.63612,NA,NA
120,1,F_Lure_3.bmp,NA,NA,NA,NA,1,0.96474,NA,NA
121,1,S_Lure_49.bmp,NA,NA,NA,NA,1,0.27286,NA,NA
122,1,O_Image_35.bmp,NA,NA,NA,NA,1,0.85677,NA,NA
123,1,S_Lure_68.bmp,NA,NA,NA,NA,1,1.2082,NA,NA
124,1,O_Image_31.bmp,NA,NA,NA,NA,1,0.56962,NA,NA
125,1,S_Lure_67.bmp,NA,NA,NA,NA,1,0.32495,NA,NA
126,1,F_Image_5.bmp,NA,NA,NA,NA,1,0.00012255,NA,NA
127,1,O_Image_47.bmp,NA,NA,NA,NA,1,0.93037,NA,NA
128,1,O_Lure_48.bmp,NA,NA,NA,NA,1,0.35059,NA,NA
129,1,O_Image_39.bmp,NA,NA,NA,NA,1,0.21891,NA,NA
130,1,F_Lure_22.bmp,NA,NA,NA,NA,1,0.16513,NA,NA
131,1,S_Lure_53.bmp,NA,NA,NA,NA,1,0.63385,NA,NA
132,1,O_Lure_37.bmp,NA,NA,NA,NA,1,0.83589,NA,NA
133,1,O_Lure_36.bmp,NA,NA,NA,NA,1,0.33401,NA,NA
134,1,O_Lure_45.bmp,NA,NA,NA,NA,1,0.7413,NA,NA
135,1,S_Image_57.bmp,NA,NA,NA,NA,1,3.7238,NA,NA
136,1,F_Lure_23.bmp,NA,NA,NA,NA,1,1.3395,NA,NA
137,1,S_Image_54.bmp,NA,NA,NA,NA,1,8.8751,NA,NA
138,1,F_Lure_5.bmp,NA,NA,NA,NA,1,1.0123,NA,NA
139,1,F_Image_23.bmp,NA,NA,NA,NA,1,0.069736,NA,NA
140,1,O_Image_38.bmp,NA,NA,NA,NA,1,0.41306,NA,NA
141,1,F_Lure_11.bmp,NA,NA,NA,NA,1,0.48715,NA,NA
142,1,S_Lure_57.bmp,NA,NA,NA,NA,1,0.093343,NA,NA
143,1,S_Image_58.bmp,NA,NA,NA,NA,1,2.4519,NA,NA
144,1,F_Lure_20.bmp,NA,NA,NA,NA,1,0.39725,NA,NA
145,2,S_Image_51.bmp,S_Lure_51.bmp,drizzle,1,1,0,3.4952,0,NA
146,2,S_Image_54.bmp,S_Lure_54.bmp,attack,1,2,2,3.289,1,NA
147,2,S_Image_68.bmp,S_Lure_68.bmp,army,1,2,2,2.7869,1,NA
148,2,O_Image_32.bmp,O_Lure_32.bmp,corpse,1,2,2,3.1768,1,NA
149,2,O_Image_42.bmp,O_Lure_42.bmp,kiss,1,1,2,2.8317,0,NA
150,2,F_Image_14.bmp,F_Lure_14.bmp,arrow,1,1,0,3.4955,0,NA
151,2,O_Image_47.bmp,O_Lure_47.bmp,flood,1,1,2,2.4777,0,NA
152,2,F_Image_8.bmp,F_Lure_8.bmp,angel,1,2,2,1.6875,1,NA
153,2,O_Image_41.bmp,O_Lure_41.bmp,fuel,1,1,1,1.1057,1,NA
154,2,F_Image_17.bmp,F_Lure_17.bmp,animal,1,2,2,3.107,1,NA
155,2,S_Image_62.bmp,S_Lure_62.bmp,antique,1,2,0,3.4952,0,NA
156,2,O_Image_33.bmp,O_Lure_33.bmp,hostage,1,1,1,2.2943,1,NA
157,3,F_Image_17.bmp,F_Lure_17.bmp,animal,1,2,1,1.9828,0,NA
158,3,O_Image_42.bmp,O_Lure_42.bmp,kiss,1,2,1,1.085,0,NA
159,3,F_Image_14.bmp,F_Lure_14.bmp,arrow,1,2,2,1.183,1,NA
160,3,S_Image_68.bmp,S_Lure_68.bmp,army,1,1,1,2.1488,1,NA
161,3,S_Image_54.bmp,S_Lure_54.bmp,attack,1,2,2,3.0924,1,NA
162,3,S_Image_51.bmp,S_Lure_51.bmp,drizzle,1,1,1,1.8626,1,NA
163,3,O_Image_41.bmp,O_Lure_41.bmp,fuel,1,2,1,1.9935,0,NA
164,3,S_Image_62.bmp,S_Lure_62.bmp,antique,1,2,1,1.9032,0,NA
165,3,O_Image_32.bmp,O_Lure_32.bmp,corpse,1,2,2,1.2326,1,NA
166,3,F_Image_8.bmp,F_Lure_8.bmp,angel,1,1,1,2.2847,1,NA
167,3,O_Image_47.bmp,O_Lure_47.bmp,flood,1,2,1,2.7987,0,NA
168,3,O_Image_33.bmp,O_Lure_33.bmp,hostage,1,1,1,1.8844,1,NA
169,2,O_Image_45.bmp,O_Lure_45.bmp,giant,2,1,0,3.4952,0,NA
170,2,O_Image_38.bmp,O_Lure_38.bmp,breakfast,2,1,1,1.1991,1,NA
171,2,O_Image_40.bmp,O_Lure_40.bmp,hurricane,2,2,2,1.1889,1,NA
172,2,O_Image_35.bmp,O_Lure_35.bmp,galaxy,2,2,2,2.0668,1,NA
173,2,F_Image_5.bmp,F_Lure_5.bmp,alcohol,2,1,1,1.1497,1,NA
174,2,S_Image_58.bmp,S_Lure_58.bmp,magnet,2,2,0,3.4956,0,NA
175,2,S_Image_55.bmp,S_Lure_55.bmp,board,2,2,2,1.0067,1,NA
176,2,F_Image_16.bmp,F_Lure_16.bmp,harem,2,2,2,1.6679,1,NA
177,2,F_Image_11.bmp,F_Lure_11.bmp,cone,2,2,0,3.4956,0,NA
178,2,S_Image_56.bmp,S_Lure_56.bmp,fire,2,1,0,3.4951,0,NA
179,2,S_Image_69.bmp,S_Lure_69.bmp,arch,2,1,1,1.3775,1,NA
180,2,O_Image_34.bmp,O_Lure_34.bmp,alien,2,2,1,1.4804,0,NA
181,3,O_Image_40.bmp,O_Lure_40.bmp,hurricane,2,2,2,3.4814,1,NA
182,3,S_Image_58.bmp,S_Lure_58.bmp,magnet,2,2,2,2.0834,1,NA
183,3,O_Image_35.bmp,O_Lure_35.bmp,galaxy,2,1,1,2.1499,1,NA
184,3,O_Image_38.bmp,O_Lure_38.bmp,breakfast,2,2,2,1.1093,1,NA
185,3,F_Image_5.bmp,F_Lure_5.bmp,alcohol,2,1,1,1.9671,1,NA
186,3,F_Image_11.bmp,F_Lure_11.bmp,cone,2,2,1,3.2535,0,NA
187,3,S_Image_69.bmp,S_Lure_69.bmp,arch,2,2,2,1.3849,1,NA
188,3,S_Image_56.bmp,S_Lure_56.bmp,fire,2,1,1,1.967,1,NA
189,3,F_Image_16.bmp,F_Lure_16.bmp,harem,2,1,1,0.90196,1,NA
190,3,S_Image_55.bmp,S_Lure_55.bmp,board,2,1,1,0.8874,1,NA
191,3,O_Image_34.bmp,O_Lure_34.bmp,alien,2,2,2,0.8731,1,NA
192,3,O_Image_45.bmp,O_Lure_45.bmp,giant,2,2,2,1.052,1,NA
193,2,S_Image_72.bmp,S_Lure_72.bmp,asphalt,3,1,1,1.5826,1,NA
194,2,F_Image_3.bmp,F_Lure_3.bmp,laundry,3,2,2,1.3326,1,NA
195,2,F_Image_6.bmp,F_Lure_6.bmp,bubble,3,1,1,0.86097,1,NA
196,2,F_Image_7.bmp,F_Lure_7.bmp,lever,3,1,1,0.81552,1,NA
197,2,S_Image_60.bmp,S_Lure_60.bmp,honeymoon,3,1,1,0.87642,1,NA
198,2,F_Image_22.bmp,F_Lure_22.bmp,crumb,3,2,2,1.7273,1,NA
199,2,S_Image_63.bmp,S_Lure_63.bmp,marble,3,1,1,0.88799,1,NA
200,2,F_Image_19.bmp,F_Lure_19.bmp,cloud,3,1,1,0.97793,1,NA
201,2,S_Image_70.bmp,S_Lure_70.bmp,ghost,3,1,1,2.0721,1,NA
202,2,O_Image_28.bmp,O_Lure_28.bmp,costume,3,2,2,1.379,1,NA
203,2,O_Image_30.bmp,O_Lure_30.bmp,black,3,1,1,1.0646,1,NA
204,2,F_Image_21.bmp,F_Lure_21.bmp,corner,3,2,2,1.6436,1,NA
205,3,F_Image_21.bmp,F_Lure_21.bmp,corner,3,2,2,1.919,1,NA
206,3,F_Image_19.bmp,F_Lure_19.bmp,cloud,3,2,2,0.9838,1,NA
207,3,F_Image_6.bmp,F_Lure_6.bmp,bubble,3,2,2,1.7737,1,NA
208,3,S_Image_70.bmp,S_Lure_70.bmp,ghost,3,2,2,3.4684,1,NA
209,3,F_Image_7.bmp,F_Lure_7.bmp,lever,3,1,1,1.5111,1,NA
210,3,F_Image_22.bmp,F_Lure_22.bmp,crumb,3,2,2,1.1444,1,NA
211,3,S_Image_60.bmp,S_Lure_60.bmp,honeymoon,3,1,1,1.6554,1,NA
212,3,S_Image_72.bmp,S_Lure_72.bmp,asphalt,3,1,1,2.3228,1,NA
213,3,O_Image_28.bmp,O_Lure_28.bmp,costume,3,2,0,3.4954,0,NA
214,3,S_Image_63.bmp,S_Lure_63.bmp,marble,3,1,1,0.71734,1,NA
215,3,F_Image_3.bmp,F_Lure_3.bmp,laundry,3,1,1,1.8539,1,NA
216,3,O_Image_30.bmp,O_Lure_30.bmp,black,3,2,2,0.86558,1,NA
217,4,S_Image_65.bmp,S_Lure_65.bmp,hurricane,1,1,1,1.5437,1,NA
218,4,F_Image_1.bmp,F_Lure_1.bmp,army,1,1,1,2.4961,1,NA
219,4,F_Image_15.bmp,F_Lure_15.bmp,attack,1,2,2,1.5778,1,NA
220,4,S_Image_61.bmp,S_Lure_61.bmp,bubble,1,1,1,2.3597,1,NA
221,4,F_Image_24.bmp,F_Lure_24.bmp,corpse,1,1,1,0.94314,1,NA
222,4,O_Image_37.bmp,O_Lure_37.bmp,harem,1,2,2,1.631,1,NA
223,4,O_Image_27.bmp,O_Lure_27.bmp,board,1,1,1,0.88327,1,NA
224,4,S_Image_59.bmp,S_Lure_59.bmp,animal,1,1,1,2.8291,1,NA
225,4,O_Image_46.bmp,O_Lure_46.bmp,antique,1,2,2,1.0731,1,NA
226,4,O_Image_39.bmp,O_Lure_39.bmp,arch,1,1,1,1.2198,1,NA
227,4,F_Image_13.bmp,F_Lure_13.bmp,honeymoon,1,2,2,1.7125,1,NA
228,4,S_Image_71.bmp,S_Lure_71.bmp,cloud,1,1,1,2.1697,1,NA
229,4,S_Image_64.bmp,S_Lure_64.bmp,alcohol,2,2,2,2.1918,1,NA
230,4,O_Image_25.bmp,O_Lure_25.bmp,arrow,2,1,1,1.094,1,NA
231,4,O_Image_43.bmp,O_Lure_43.bmp,angel,2,2,2,0.89606,1,NA
232,4,S_Image_52.bmp,S_Lure_52.bmp,kiss,2,2,2,2.8092,1,NA
233,4,S_Image_49.bmp,S_Lure_49.bmp,breakfast,2,1,1,1.3824,1,NA
234,4,F_Image_9.bmp,F_Lure_9.bmp,hostage,2,1,1,1.2368,1,NA
235,4,S_Image_53.bmp,S_Lure_53.bmp,giant,2,2,2,1.7929,1,NA
236,4,S_Image_66.bmp,S_Lure_66.bmp,fuel,2,2,2,1.3912,1,NA
237,4,F_Image_12.bmp,F_Lure_12.bmp,asphalt,2,1,1,0.94144,1,NA
238,4,F_Image_2.bmp,F_Lure_2.bmp,black,2,2,2,1.5808,1,NA
239,4,O_Image_44.bmp,O_Lure_44.bmp,drizzle,2,1,1,1.0834,1,NA
240,4,S_Image_67.bmp,S_Lure_67.bmp,galaxy,2,2,2,3.1328,1,NA
241,4,O_Image_26.bmp,O_Lure_26.bmp,corner,3,2,1,2.0764,0,NA
242,4,F_Image_4.bmp,F_Lure_4.bmp,costume,3,1,1,1.4475,1,NA
243,4,F_Image_18.bmp,F_Lure_18.bmp,fire,3,2,2,1.1791,1,NA
244,4,F_Image_23.bmp,F_Lure_23.bmp,alien,3,1,1,1.2968,1,NA
245,4,O_Image_29.bmp,O_Lure_29.bmp,magnet,3,1,1,1.5382,1,NA
246,4,O_Image_48.bmp,O_Lure_48.bmp,cone,3,1,1,1.1944,1,NA
247,4,O_Image_36.bmp,O_Lure_36.bmp,marble,3,2,2,0.87217,1,NA
248,4,S_Image_57.bmp,S_Lure_57.bmp,laundry,3,1,1,1.8504,1,NA
249,4,F_Image_10.bmp,F_Lure_10.bmp,flood,3,1,1,1.2623,1,NA
250,4,F_Image_20.bmp,F_Lure_20.bmp,ghost,3,1,1,1.3287,1,NA
251,4,O_Image_31.bmp,O_Lure_31.bmp,lever,3,1,1,1.2726,1,NA
252,4,S_Image_50.bmp,S_Lure_50.bmp,crumb,3,1,1,1.4674,1,NA
253,5,NA,NA,angel,NA,1,1,1.5277,1,1
254,5,NA,NA,black,NA,2,2,1.7938,1,1
255,5,NA,NA,animal,NA,1,1,0.42762,1,1
256,5,NA,NA,black,NA,2,2,0.66904,1,2
257,5,NA,NA,alcohol,NA,1,2,0.82285,0,1
258,5,NA,NA,giant,NA,2,0,2.5001,0,1
259,5,NA,NA,animal,NA,1,1,0.69095,1,2
260,5,NA,NA,giant,NA,2,2,0.49269,1,2
261,5,NA,NA,corpse,NA,2,2,0.61454,1,1
262,5,NA,NA,animal,NA,1,1,0.6556,1,3
263,5,NA,NA,alien,NA,2,2,0.56152,1,1
264,5,NA,NA,galaxy,NA,2,2,0.71499,1,1
265,5,NA,NA,cloud,NA,1,1,0.37287,1,1
266,5,NA,NA,hurricane,NA,2,1,2.0626,0,1
267,5,NA,NA,galaxy,NA,2,2,0.33679,1,2
268,5,NA,NA,cloud,NA,1,1,1.7152,1,2
269,5,NA,NA,harem,NA,1,1,0.58086,1,1
270,5,NA,NA,galaxy,NA,2,2,0.35859,1,3
271,6,O_Image_39.bmp,O_Lure_39.bmp,NA,3,2,0,3.4955,0,NA
272,6,S_Image_49.bmp,S_Lure_49.bmp,NA,3,1,0,3.495,0,NA
273,6,O_Image_31.bmp,O_Lure_31.bmp,NA,3,2,0,3.4955,0,NA
274,6,O_Image_44.bmp,O_Lure_44.bmp,NA,3,2,0,3.4955,0,NA
275,6,S_Image_64.bmp,S_Lure_64.bmp,NA,3,2,0,3.4954,0,NA
276,6,S_Image_50.bmp,S_Lure_50.bmp,NA,3,2,0,3.4953,0,NA
277,6,F_Image_9.bmp,F_Lure_9.bmp,NA,3,1,0,3.4951,0,NA
278,6,S_Image_61.bmp,S_Lure_61.bmp,NA,3,1,0,3.4955,0,NA
279,6,S_Image_57.bmp,S_Lure_57.bmp,NA,3,1,0,3.4951,0,NA
280,6,O_Image_29.bmp,O_Lure_29.bmp,NA,3,2,2,1.1089,1,NA
281,6,F_Image_2.bmp,F_Lure_2.bmp,NA,3,2,2,1.1513,1,NA
282,6,S_Image_66.bmp,S_Lure_66.bmp,NA,3,1,2,0.35906,0,NA
283,6,F_Image_4.bmp,F_Lure_4.bmp,NA,3,1,2,0.56752,0,NA
284,6,O_Image_36.bmp,O_Lure_36.bmp,NA,3,1,2,0.43073,0,NA
285,6,F_Image_10.bmp,F_Lure_10.bmp,NA,3,1,2,0.39543,0,NA
286,6,O_Image_46.bmp,O_Lure_46.bmp,NA,3,2,2,0.33804,1,NA
287,6,S_Image_53.bmp,S_Lure_53.bmp,NA,3,1,2,0.58674,0,NA
288,6,F_Image_20.bmp,F_Lure_20.bmp,NA,3,1,2,0.85732,0,NA
289,6,O_Image_27.bmp,O_Lure_27.bmp,NA,3,1,2,0.91731,0,NA
290,6,S_Image_67.bmp,S_Lure_67.bmp,NA,3,2,2,1.8144,1,NA
291,6,F_Image_13.bmp,F_Lure_13.bmp,NA,3,2,2,3.2118,1,NA
292,6,O_Image_48.bmp,O_Lure_48.bmp,NA,3,1,1,0.66639,1,NA
293,6,O_Image_37.bmp,O_Lure_37.bmp,NA,3,2,2,0.78171,1,NA
294,6,F_Image_1.bmp,F_Lure_1.bmp,NA,3,1,1,1.196,1,NA
295,6,F_Image_18.bmp,F_Lure_18.bmp,NA,3,2,2,1.3143,1,NA
296,6,O_Image_25.bmp,O_Lure_25.bmp,NA,3,2,1,1.2193,0,NA
297,6,O_Image_43.bmp,O_Lure_43.bmp,NA,3,2,2,0.60886,1,NA
298,6,F_Image_23.bmp,F_Lure_23.bmp,NA,3,1,1,1.0947,1,NA
299,6,F_Image_15.bmp,F_Lure_15.bmp,NA,3,2,2,0.84961,1,NA
300,6,F_Image_12.bmp,F_Lure_12.bmp,NA,3,1,1,1.1414,1,NA
301,6,S_Image_65.bmp,S_Lure_65.bmp,NA,3,1,1,1.2704,1,NA
302,6,O_Image_26.bmp,O_Lure_26.bmp,NA,3,1,1,0.97772,1,NA
303,6,S_Image_59.bmp,S_Lure_59.bmp,NA,3,2,2,1.641,1,NA
304,6,S_Image_71.bmp,S_Lure_71.bmp,NA,3,1,2,1.6296,0,NA
305,6,S_Image_52.bmp,S_Lure_52.bmp,NA,3,1,2,1.9941,0,NA
306,6,F_Image_24.bmp,F_Lure_24.bmp,NA,3,1,1,1.5773,1,NA
