Trial,Cond,ImageNum,Cue,Block,Correct,Response,RT,Accuracy,CueRep,fName,ImageType,Baseline,Category
1,1,110,NA,NA,NA,1,0.95149,NA,NA,S_Lure_110.bmp,0,1,3
2,1,31,NA,NA,NA,1,0.365,NA,NA,F_Lure_31.bmp,0,1,1
3,1,123,NA,NA,NA,1,0.025626,NA,NA,S_Image_123.bmp,2,0,3
4,1,40,NA,NA,NA,1,0.0002291,NA,NA,F_Lure_40.bmp,0,1,1
5,1,87,NA,NA,NA,1,0.28964,NA,NA,O_Image_87.bmp,2,1,2
6,1,98,NA,NA,NA,1,1.4483,NA,NA,S_Image_98.bmp,2,0,3
7,1,103,NA,NA,NA,1,1.2333,NA,NA,S_Image_103.bmp,1,1,3
8,1,64,NA,NA,NA,1,0.27364,NA,NA,O_Lure_64.bmp,0,0,2
9,1,29,NA,NA,NA,1,0.063523,NA,NA,F_Lure_29.bmp,0,1,1
10,1,133,NA,NA,NA,2,0.13437,NA,NA,S_Image_133.bmp,2,1,3
11,1,1,NA,NA,NA,1,0.31532,NA,NA,F_Lure_1.bmp,0,0,1
12,1,48,NA,NA,NA,1,0.3919,NA,NA,F_Image_48.bmp,1,0,1
13,1,4,NA,NA,NA,1,0.36911,NA,NA,F_Image_4.bmp,1,1,1
14,1,51,NA,NA,NA,1,0.35882,NA,NA,O_Lure_51.bmp,0,1,2
15,1,36,NA,NA,NA,2,0.33495,NA,NA,F_Lure_36.bmp,0,0,1
16,1,73,NA,NA,NA,1,0.65529,NA,NA,O_Image_73.bmp,1,1,2
17,1,139,NA,NA,NA,1,0.31341,NA,NA,S_Image_139.bmp,1,1,3
18,1,132,NA,NA,NA,1,2.4576,NA,NA,S_Image_132.bmp,1,0,3
19,1,19,NA,NA,NA,1,1.4316,NA,NA,F_Lure_19.bmp,0,1,1
20,1,111,NA,NA,NA,1,0.669,NA,NA,S_Lure_111.bmp,0,1,3
21,1,56,NA,NA,NA,1,0.42946,NA,NA,O_Lure_56.bmp,0,0,2
22,1,140,NA,NA,NA,1,0.42298,NA,NA,S_Lure_140.bmp,0,0,3
23,1,50,NA,NA,NA,1,0.73962,NA,NA,O_Lure_50.bmp,0,1,2
24,1,53,NA,NA,NA,1,0.40224,NA,NA,O_Image_53.bmp,1,0,2
25,1,116,NA,NA,NA,1,0.28078,NA,NA,S_Lure_116.bmp,0,1,3
26,1,142,NA,NA,NA,1,0.46946,NA,NA,S_Lure_142.bmp,0,0,3
27,1,37,NA,NA,NA,1,0.42118,NA,NA,F_Lure_37.bmp,0,0,1
28,1,54,NA,NA,NA,1,0.59982,NA,NA,O_Lure_54.bmp,0,0,2
29,1,33,NA,NA,NA,1,0.34476,NA,NA,F_Lure_33.bmp,0,0,1
30,1,67,NA,NA,NA,1,0.61419,NA,NA,O_Lure_67.bmp,0,0,2
31,1,101,NA,NA,NA,2,1.2169,NA,NA,S_Image_101.bmp,2,0,3
32,1,24,NA,NA,NA,1,0.37948,NA,NA,F_Lure_24.bmp,0,1,1
33,1,83,NA,NA,NA,1,0.39534,NA,NA,O_Image_83.bmp,1,1,2
34,1,130,NA,NA,NA,2,0.36466,NA,NA,S_Image_130.bmp,2,1,3
35,1,108,NA,NA,NA,2,0.53565,NA,NA,S_Image_108.bmp,1,0,3
36,1,77,NA,NA,NA,1,0.28096,NA,NA,O_Image_77.bmp,1,0,2
37,1,122,NA,NA,NA,2,0.35143,NA,NA,S_Image_122.bmp,1,0,3
