Trial,Cond,ImageNum,Cue,Block,Correct,Response,RT,Accuracy,CueRep,fName,ImageType,Baseline,Category
1,1,66,NA,NA,NA,1,4.4951,NA,NA,O_Lure_66.bmp,0,1,2
2,1,112,NA,NA,NA,1,0.44937,NA,NA,S_Image_112.bmp,1,1,3
3,1,73,NA,NA,NA,1,1.0933,NA,NA,O_Lure_73.bmp,0,0,2
4,1,78,NA,NA,NA,1,0.69491,NA,NA,O_Image_78.bmp,2,1,2
5,1,48,NA,NA,NA,1,0.68882,NA,NA,F_Lure_48.bmp,0,0,1
6,1,59,NA,NA,NA,1,0.61079,NA,NA,O_Image_59.bmp,1,0,2
7,1,42,NA,NA,NA,2,0.28827,NA,NA,F_Image_42.bmp,2,1,1
8,1,114,NA,NA,NA,1,0.77046,NA,NA,S_Lure_114.bmp,0,0,3
9,1,2,NA,NA,NA,1,0.25696,NA,NA,F_Image_2.bmp,2,0,1
10,1,60,NA,NA,NA,1,0.26078,NA,NA,O_Image_60.bmp,1,1,2
11,1,23,NA,NA,NA,1,0.24038,NA,NA,F_Image_23.bmp,2,1,1
12,1,46,NA,NA,NA,2,0.34104,NA,NA,F_Lure_46.bmp,0,0,1
13,1,93,NA,NA,NA,1,0.60506,NA,NA,O_Image_93.bmp,2,0,2
14,1,83,NA,NA,NA,1,0.37143,NA,NA,O_Image_83.bmp,1,0,2
15,1,14,NA,NA,NA,1,0.26664,NA,NA,F_Lure_14.bmp,0,1,1
16,1,24,NA,NA,NA,1,0.32604,NA,NA,F_Image_24.bmp,1,0,1
17,1,71,NA,NA,NA,1,0.59081,NA,NA,O_Image_71.bmp,1,0,2
18,1,28,NA,NA,NA,2,0.26062,NA,NA,F_Lure_28.bmp,0,1,1
19,1,42,NA,NA,NA,2,0.97674,NA,NA,F_Lure_42.bmp,0,1,1
20,1,47,NA,NA,NA,1,0.22414,NA,NA,F_Image_47.bmp,2,1,1
21,1,98,NA,NA,NA,1,0.00012164,NA,NA,S_Image_98.bmp,2,1,3
22,1,121,NA,NA,NA,1,0.37148,NA,NA,S_Lure_121.bmp,0,0,3
23,1,111,NA,NA,NA,1,0.2748,NA,NA,S_Image_111.bmp,1,0,3
24,1,87,NA,NA,NA,1,0.00013734,NA,NA,O_Lure_87.bmp,0,0,2
25,1,119,NA,NA,NA,1,0.28224,NA,NA,S_Image_119.bmp,2,0,3
26,1,50,NA,NA,NA,1,0.36426,NA,NA,O_Image_50.bmp,2,0,2
