Trial,Cond,ImageNum,Cue,Block,Correct,Response,RT,Accuracy,CueRep,fName,ImageType,Baseline,Category
1,1,124,NA,NA,NA,2,2.5223,NA,NA,S_Lure_124.bmp,0,1,3
2,1,7,NA,NA,NA,2,3.5451,NA,NA,F_Lure_7.bmp,0,1,1
3,1,87,NA,NA,NA,1,4.4549,NA,NA,O_Image_87.bmp,1,0,2
4,1,78,NA,NA,NA,1,0.70186,NA,NA,O_Image_78.bmp,2,1,2
5,1,116,NA,NA,NA,1,0.00012436,NA,NA,S_Lure_116.bmp,0,1,3
6,1,83,NA,NA,NA,1,3.0739,NA,NA,O_Lure_83.bmp,0,0,2
7,1,28,NA,NA,NA,1,5.048,NA,NA,F_Image_28.bmp,1,0,1
8,1,104,NA,NA,NA,1,4.3021,NA,NA,S_Image_104.bmp,1,0,3
9,1,90,NA,NA,NA,1,2.7555,NA,NA,O_Lure_90.bmp,0,0,2
10,1,33,NA,NA,NA,1,3.7982,NA,NA,F_Image_33.bmp,1,0,1
11,1,99,NA,NA,NA,2,5.7656,NA,NA,S_Image_99.bmp,1,0,3
12,1,94,NA,NA,NA,1,1.3386,NA,NA,O_Image_94.bmp,1,0,2
13,1,92,NA,NA,NA,1,0.15055,NA,NA,O_Lure_92.bmp,0,1,2
14,1,58,NA,NA,NA,1,1.6981,NA,NA,O_Image_58.bmp,2,1,2
15,1,43,NA,NA,NA,1,2.8805,NA,NA,F_Lure_43.bmp,0,0,1
16,1,40,NA,NA,NA,2,2.4861,NA,NA,F_Lure_40.bmp,0,0,1
17,1,44,NA,NA,NA,2,3.4827,NA,NA,F_Image_44.bmp,2,0,1
18,1,127,NA,NA,NA,1,1.4735,NA,NA,S_Image_127.bmp,1,0,3
19,1,45,NA,NA,NA,2,4.3602,NA,NA,F_Lure_45.bmp,0,1,1
20,1,37,NA,NA,NA,2,7.0914,NA,NA,F_Lure_37.bmp,0,1,1
21,1,123,NA,NA,NA,2,6.0981,NA,NA,S_Lure_123.bmp,0,1,3
22,1,15,NA,NA,NA,1,2.0547,NA,NA,F_Lure_15.bmp,0,1,1
23,1,86,NA,NA,NA,1,0.00011923,NA,NA,O_Image_86.bmp,1,1,2
24,1,113,NA,NA,NA,1,0.00012647,NA,NA,S_Lure_113.bmp,0,0,3
25,1,66,NA,NA,NA,1,1.3322,NA,NA,O_Image_66.bmp,2,0,2
26,1,101,NA,NA,NA,2,6.4479,NA,NA,S_Image_101.bmp,2,1,3
27,1,46,NA,NA,NA,2,6.5112,NA,NA,F_Image_46.bmp,1,0,1
28,1,133,NA,NA,NA,1,2.5724,NA,NA,S_Lure_133.bmp,0,0,3
29,1,50,NA,NA,NA,1,0.69376,NA,NA,O_Lure_50.bmp,0,1,2
30,1,6,NA,NA,NA,1,1.6513,NA,NA,F_Image_6.bmp,2,0,1
31,1,138,NA,NA,NA,1,0.52267,NA,NA,S_Image_138.bmp,1,0,3
32,1,35,NA,NA,NA,2,2.3254,NA,NA,F_Lure_35.bmp,0,1,1
33,1,11,NA,NA,NA,1,0.31211,NA,NA,F_Lure_11.bmp,0,1,1
34,1,52,NA,NA,NA,1,1.9934,NA,NA,O_Image_52.bmp,2,0,2
35,1,28,NA,NA,NA,1,1.2123,NA,NA,F_Lure_28.bmp,0,0,1
36,1,118,NA,NA,NA,1,0.55693,NA,NA,S_Image_118.bmp,2,0,3
37,1,62,NA,NA,NA,1,0.00012134,NA,NA,O_Lure_62.bmp,0,0,2
38,1,77,NA,NA,NA,1,0.0096723,NA,NA,O_Image_77.bmp,2,0,2
39,1,132,NA,NA,NA,1,2.0829,NA,NA,S_Lure_132.bmp,0,0,3
40,1,125,NA,NA,NA,1,0.00012527,NA,NA,S_Image_125.bmp,1,0,3
41,1,64,NA,NA,NA,1,1.9224,NA,NA,O_Lure_64.bmp,0,0,2
42,1,89,NA,NA,NA,1,2.7285,NA,NA,O_Image_89.bmp,2,1,2
43,1,135,NA,NA,NA,1,0.74203,NA,NA,S_Lure_135.bmp,0,1,3
44,1,107,NA,NA,NA,1,4.2097,NA,NA,S_Image_107.bmp,1,1,3
45,1,30,NA,NA,NA,2,1.5879,NA,NA,F_Lure_30.bmp,0,1,1
46,1,53,NA,NA,NA,1,3.3004,NA,NA,O_Image_53.bmp,1,1,2
47,1,80,NA,NA,NA,1,4.0606,NA,NA,O_Image_80.bmp,1,0,2
48,1,41,NA,NA,NA,2,6.0294,NA,NA,F_Lure_41.bmp,0,0,1
49,1,26,NA,NA,NA,1,0.87034,NA,NA,F_Image_26.bmp,2,0,1
50,1,85,NA,NA,NA,1,1.179,NA,NA,O_Image_85.bmp,1,1,2
51,1,89,NA,NA,NA,1,0.00012285,NA,NA,O_Lure_89.bmp,0,1,2
52,1,100,NA,NA,NA,2,3.8376,NA,NA,S_Image_100.bmp,2,0,3
53,1,23,NA,NA,NA,2,0.00011742,NA,NA,F_Image_23.bmp,2,1,1
54,1,63,NA,NA,NA,1,0.00012345,NA,NA,O_Image_63.bmp,1,1,2
55,1,95,NA,NA,NA,1,4.4658,NA,NA,O_Lure_95.bmp,0,1,2
56,1,59,NA,NA,NA,1,1.4174,NA,NA,O_Lure_59.bmp,0,0,2
57,1,67,NA,NA,NA,1,0.77943,NA,NA,O_Lure_67.bmp,0,1,2
58,1,48,NA,NA,NA,1,0.53088,NA,NA,F_Image_48.bmp,1,1,1
59,1,139,NA,NA,NA,1,0.57415,NA,NA,S_Lure_139.bmp,0,0,3
60,1,126,NA,NA,NA,1,2.7589,NA,NA,S_Lure_126.bmp,0,1,3
