Trial,Cond,ImageNum,Cue,Block,Correct,Response,RT,Accuracy,CueRep,fName,ImageType,Baseline,Category
1,1,34,NA,NA,NA,1,2.5243,NA,NA,F_Lure_34.bmp,0,0,1
2,1,70,NA,NA,NA,1,1.2322,NA,NA,O_Lure_70.bmp,0,1,2
3,1,79,NA,NA,NA,1,0.4908,NA,NA,O_Image_79.bmp,1,0,2
4,1,56,NA,NA,NA,1,0.46755,NA,NA,O_Lure_56.bmp,0,0,2
5,1,83,NA,NA,NA,1,0.40432,NA,NA,O_Image_83.bmp,2,0,2
6,1,52,NA,NA,NA,1,1.2698,NA,NA,O_Lure_52.bmp,0,0,2
7,1,53,NA,NA,NA,1,1.8191,NA,NA,O_Image_53.bmp,1,0,2
8,1,95,NA,NA,NA,1,2.4331,NA,NA,O_Image_95.bmp,1,1,2
9,1,104,NA,NA,NA,2,5.0257,NA,NA,S_Lure_104.bmp,0,1,3
10,1,114,NA,NA,NA,1,1.2439,NA,NA,S_Image_114.bmp,1,1,3
11,1,1,NA,NA,NA,1,0.00012889,NA,NA,F_Lure_1.bmp,0,1,1
12,1,132,NA,NA,NA,2,8.323,NA,NA,S_Lure_132.bmp,0,1,3
13,1,29,NA,NA,NA,1,1.138,NA,NA,F_Lure_29.bmp,0,1,1
14,1,137,NA,NA,NA,1,0.10624,NA,NA,S_Lure_137.bmp,0,1,3
15,1,40,NA,NA,NA,1,0.36146,NA,NA,F_Image_40.bmp,2,0,1
16,1,140,NA,NA,NA,1,1.4137,NA,NA,S_Image_140.bmp,2,1,3
17,1,126,NA,NA,NA,2,0.59174,NA,NA,S_Image_126.bmp,2,1,3
18,1,87,NA,NA,NA,1,0.36307,NA,NA,O_Lure_87.bmp,0,1,2
19,1,88,NA,NA,NA,1,0.31902,NA,NA,O_Lure_88.bmp,0,0,2
20,1,68,NA,NA,NA,1,0.00012949,NA,NA,O_Lure_68.bmp,0,1,2
21,1,135,NA,NA,NA,1,0.57517,NA,NA,S_Image_135.bmp,1,1,3
22,1,34,NA,NA,NA,1,0.059887,NA,NA,F_Image_34.bmp,1,0,1
23,1,21,NA,NA,NA,1,0.00012859,NA,NA,F_Image_21.bmp,1,0,1
24,1,37,NA,NA,NA,2,0.51955,NA,NA,F_Lure_37.bmp,0,0,1
25,1,107,NA,NA,NA,1,0.69524,NA,NA,S_Lure_107.bmp,0,1,3
26,1,45,NA,NA,NA,2,0.2961,NA,NA,F_Image_45.bmp,2,0,1
27,1,24,NA,NA,NA,1,0.35147,NA,NA,F_Image_24.bmp,2,0,1
28,1,12,NA,NA,NA,2,0.25278,NA,NA,F_Lure_12.bmp,0,0,1
29,1,7,NA,NA,NA,1,0.45476,NA,NA,F_Lure_7.bmp,0,1,1
30,1,4,NA,NA,NA,1,0.30347,NA,NA,F_Image_4.bmp,2,0,1
31,1,80,NA,NA,NA,1,0.52692,NA,NA,O_Image_80.bmp,1,1,2
32,1,101,NA,NA,NA,2,0.34297,NA,NA,S_Image_101.bmp,1,1,3
33,1,107,NA,NA,NA,1,0.47698,NA,NA,S_Image_107.bmp,1,1,3
34,1,143,NA,NA,NA,2,3.8217,NA,NA,S_Image_143.bmp,1,1,3
35,1,9,NA,NA,NA,2,1.337,NA,NA,F_Lure_9.bmp,0,0,1
36,1,76,NA,NA,NA,1,0.00012829,NA,NA,O_Lure_76.bmp,0,0,2
37,1,86,NA,NA,NA,1,4.0563,NA,NA,O_Image_86.bmp,2,0,2
38,1,118,NA,NA,NA,1,0.36261,NA,NA,S_Image_118.bmp,1,1,3
39,1,41,NA,NA,NA,2,0.64794,NA,NA,F_Lure_41.bmp,0,1,1
40,1,144,NA,NA,NA,1,0.29811,NA,NA,S_Lure_144.bmp,0,0,3
41,1,63,NA,NA,NA,1,0.32274,NA,NA,O_Lure_63.bmp,0,0,2
42,1,124,NA,NA,NA,2,0.45022,NA,NA,S_Image_124.bmp,2,1,3
43,1,46,NA,NA,NA,2,0.19879,NA,NA,F_Image_46.bmp,2,1,1
44,1,54,NA,NA,NA,1,0.00012979,NA,NA,O_Lure_54.bmp,0,1,2
45,1,37,NA,NA,NA,2,0.45749,NA,NA,F_Image_37.bmp,1,0,1
46,1,50,NA,NA,NA,1,0.44235,NA,NA,O_Lure_50.bmp,0,0,2
47,1,91,NA,NA,NA,1,2.4748,NA,NA,O_Image_91.bmp,2,1,2
48,1,97,NA,NA,NA,2,0.44239,NA,NA,S_Image_97.bmp,2,0,3
49,1,71,NA,NA,NA,1,0.25836,NA,NA,O_Lure_71.bmp,0,0,2
50,1,138,NA,NA,NA,1,0.51646,NA,NA,S_Lure_138.bmp,0,1,3
51,1,142,NA,NA,NA,2,0.44532,NA,NA,S_Lure_142.bmp,0,1,3
52,1,24,NA,NA,NA,1,0.37785,NA,NA,F_Lure_24.bmp,0,0,1
53,1,39,NA,NA,NA,2,0.30391,NA,NA,F_Lure_39.bmp,0,0,1
54,1,38,NA,NA,NA,1,0.38257,NA,NA,F_Lure_38.bmp,0,1,1
55,1,60,NA,NA,NA,1,0.28192,NA,NA,O_Lure_60.bmp,0,1,2
