Trial,Cond,ImageNum,Cue,Block,Correct,Response,RT,Accuracy,CueRep,fName,ImageType,Baseline,Category
1,1,57,NA,NA,NA,1,6.1483,NA,NA,S_Lure_57.bmp,0,1,3
2,1,18,NA,NA,NA,1,3.6285,NA,NA,F_Lure_18.bmp,0,1,1
3,1,40,NA,NA,NA,1,2.5527,NA,NA,O_Image_40.bmp,1,1,2
4,1,5,NA,NA,NA,1,0.6338,NA,NA,F_Lure_5.bmp,0,0,1
5,1,57,NA,NA,NA,1,1.5009,NA,NA,S_Image_57.bmp,2,1,3
6,1,27,NA,NA,NA,1,1.7416,NA,NA,O_Lure_27.bmp,0,0,2
7,1,67,NA,NA,NA,2,2.1577,NA,NA,S_Lure_67.bmp,0,1,3
8,1,25,NA,NA,NA,1,3.0463,NA,NA,O_Lure_25.bmp,0,0,2
9,1,49,NA,NA,NA,1,0.00010957,NA,NA,S_Lure_49.bmp,0,0,3
10,1,28,NA,NA,NA,1,0.40152,NA,NA,O_Lure_28.bmp,0,1,2
11,1,43,NA,NA,NA,1,2.6002,NA,NA,O_Lure_43.bmp,0,0,2
12,1,37,NA,NA,NA,1,2.1821,NA,NA,O_Image_37.bmp,2,1,2
13,1,30,NA,NA,NA,1,0.65961,NA,NA,O_Lure_30.bmp,0,0,2
14,1,61,NA,NA,NA,1,1.7511,NA,NA,S_Image_61.bmp,2,0,3
15,1,60,NA,NA,NA,1,1.6857,NA,NA,S_Lure_60.bmp,0,1,3
16,1,67,NA,NA,NA,1,1.3443,NA,NA,S_Image_67.bmp,2,1,3
17,1,24,NA,NA,NA,1,0.95982,NA,NA,F_Image_24.bmp,2,0,1
18,1,32,NA,NA,NA,1,0.5359,NA,NA,O_Image_32.bmp,1,0,2
19,1,44,NA,NA,NA,1,0.33606,NA,NA,O_Lure_44.bmp,0,1,2
20,1,65,NA,NA,NA,1,2.1606,NA,NA,S_Image_65.bmp,2,1,3
21,1,34,NA,NA,NA,1,1.5114,NA,NA,O_Lure_34.bmp,0,0,2
22,1,59,NA,NA,NA,1,0.00011229,NA,NA,S_Lure_59.bmp,0,0,3
23,1,20,NA,NA,NA,1,0.033493,NA,NA,F_Lure_20.bmp,0,1,1
24,1,14,NA,NA,NA,1,1.8781,NA,NA,F_Image_14.bmp,1,0,1
25,1,45,NA,NA,NA,1,2.5048,NA,NA,O_Lure_45.bmp,0,1,2
26,1,15,NA,NA,NA,1,2.3543,NA,NA,F_Lure_15.bmp,0,0,1
27,1,20,NA,NA,NA,1,1.3784,NA,NA,F_Image_20.bmp,2,1,1
28,1,12,NA,NA,NA,1,2.2018,NA,NA,F_Image_12.bmp,2,0,1
29,1,4,NA,NA,NA,1,0.21541,NA,NA,F_Lure_4.bmp,0,1,1
30,1,62,NA,NA,NA,1,3.3885,NA,NA,S_Lure_62.bmp,0,0,3
31,1,7,NA,NA,NA,1,0.33942,NA,NA,F_Image_7.bmp,1,1,1
32,1,31,NA,NA,NA,1,0.38821,NA,NA,O_Image_31.bmp,2,1,2
33,1,13,NA,NA,NA,1,0.00012195,NA,NA,F_Image_13.bmp,2,1,1
34,1,15,NA,NA,NA,1,2.2723,NA,NA,F_Image_15.bmp,2,0,1
35,1,10,NA,NA,NA,1,0.29182,NA,NA,F_Image_10.bmp,2,1,1
36,1,50,NA,NA,NA,1,1.7816,NA,NA,S_Image_50.bmp,2,1,3
37,1,45,NA,NA,NA,1,0.00013613,NA,NA,O_Image_45.bmp,1,1,2
38,1,16,NA,NA,NA,1,2.4923,NA,NA,F_Lure_16.bmp,0,1,1
39,1,25,NA,NA,NA,1,1.7005,NA,NA,O_Image_25.bmp,2,0,2
40,1,62,NA,NA,NA,1,1.599,NA,NA,S_Image_62.bmp,1,0,3
41,1,28,NA,NA,NA,1,0.26815,NA,NA,O_Image_28.bmp,1,1,2
42,1,38,NA,NA,NA,1,0.63682,NA,NA,O_Image_38.bmp,1,0,2
43,1,69,NA,NA,NA,1,0.32012,NA,NA,S_Lure_69.bmp,0,0,3
