picID	 fileAB	 fileAC	 ;
"F20_P16_RP"	"GeorgeClooney2.bmp"	"LeaningTower2.bmp"	;
"F41_P4_RP"	"PrinceWilliam1.bmp"	"DoverCliffs1.bmp"	;
"F23_P8_RP"	"CharlieChaplin1.bmp"	"BrandenburgGate1.bmp"	;
"F34_P27_C"	"DanielRadcliffe2.bmp"	"Alhambra2.bmp"	;
"F47_P14_RP"	"ElvisPresley1.bmp"	"MountEverest1.bmp"	;
"F37_P18_RP"	"BillClinton1.bmp"	"Petra2.bmp"	;
"F46_P3_RP"	"ScarlettJohansson2.bmp"	"Akropolis1.bmp"	;
"F31_P26_C"	"AlbertEinstein2.bmp"	"RialtoBridge1.bmp"	;
"F22_P13_RP"	"WayneRooney2.bmp"	"BigBen2.bmp"	;
"F43_P17_RP"	"GeorgeBush2.bmp"	"EiffelTower2.bmp"	;
"F45_P15_RP"	"MahadmaGandhi1.bmp"	"Stonehenge1.bmp"	;
"F32_P30_C"	"DanielCraig2.bmp"	"Colosseum2.bmp"	;
"F24_O14_RP"	"AmyWinehouse2.bmp"	"Hammock2.bmp"	;
"F39_O13_RP"	"MargaretThatcher2.bmp"	"Binoculars2.bmp"	;
"F40_O10_RP"	"JuliaRoberts2.bmp"	"Broom2.bmp"	;
"F35_O30_C"	"JudiDench1.bmp"	"Umbrella2.bmp"	;
"F19_O16_RP"	"JackNicholson1.bmp"	"Razor1.bmp"	;
"F21_O3_RP"	"KateWinslet1.bmp"	"Scale1.bmp"	;
"F38_O11_RP"	"RodSteward1.bmp"	"Watch2.bmp"	;
"F33_O26_C"	"MichaelJackson1.bmp"	"Lightbulb1.bmp"	;
"F48_O6_RP"	"DavidBeckham2.bmp"	"Wineglass1.bmp"	;
"F44_O7_RP"	"WillSmith1.bmp"	"Headphones2.bmp"	;
"F42_O1_RP"	"Madonna2.bmp"	"Telephone1.bmp"	;
"F36_O25_C"	"MickJagger2.bmp"	"Sock1.bmp"	;
"P21_F15_RP"	"HagiaSophia2.bmp"	"FidelCastro2.bmp"	;
