Output,RNG-number,Start-time,End-time,Initials,Notes,Visualization
Subject_2.csv-Subject_2.mat,4371,2016\5\19\12:22 AM,2016\5\19\1:57 PM,LH,Said that the 'S' in the SR phase was not responsive half of the time (did not light up)
,3
